"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"3766";41,909283;12,491335;2014-02-12 12:15:50;26;130
"3775";41,904201;12,494318;2014-02-12 12:15:51;1;242
"3784";41,908444;12,494038;2014-02-12 12:15:53;0;106
"3792";41,907705;12,490731;2014-02-12 12:15:54;1;320
"3796";41,907383;12,489326;2014-02-12 12:15:55;0;256
"3814";41,90781;12,491266;2014-02-12 12:15:59;0;237
"3815";41,904238;12,494315;2014-02-12 12:15:59;0;242
"3816";41,907875;12,491611;2014-02-12 12:15:59;0;81
"3820";41,908444;12,494038;2014-02-12 12:16:01;0;106
"3844";41,907698;12,490665;2014-02-12 12:16:05;0;320
"3846";41,907383;12,489326;2014-02-12 12:16:06;0;256
"3856";41,907875;12,491611;2014-02-12 12:16:08;0;81
"3861";41,90781;12,491266;2014-02-12 12:16:09;0;237
"3862";41,904232;12,494333;2014-02-12 12:16:09;1;242
"3870";41,908444;12,494038;2014-02-12 12:16:12;0;106
"3889";41,907711;12,49066;2014-02-12 12:16:15;0;320
"3891";41,907383;12,489326;2014-02-12 12:16:16;0;256
"3906";41,90781;12,491266;2014-02-12 12:16:19;0;237
"3908";41,907875;12,491611;2014-02-12 12:16:19;0;81
"3912";41,904202;12,494341;2014-02-12 12:16:20;1;242
"3914";41,908444;12,494038;2014-02-12 12:16:21;0;106
"3937";41,907711;12,49066;2014-02-12 12:16:27;0;320
"3935";41,907383;12,489326;2014-02-12 12:16:27;0;256
"3944";41,904191;12,494297;2014-02-12 12:16:29;0;242
"3951";41,907875;12,491611;2014-02-12 12:16:29;0;81
"3956";41,90781;12,491266;2014-02-12 12:16:30;1;237
"3960";41,902356;12,49799;2014-02-12 12:16:31;33;31
"3959";41,909388;12,48908;2014-02-12 12:16:31;12;130
"3962";41,908444;12,494038;2014-02-12 12:16:32;0;106
"3980";41,907711;12,49066;2014-02-12 12:16:35;0;320
"3979";41,907383;12,489326;2014-02-12 12:16:35;0;256
"3987";41,90936;12,488786;2014-02-12 12:16:38;3;130
"3996";41,904185;12,494299;2014-02-12 12:16:39;2;242
"3997";41,907875;12,491611;2014-02-12 12:16:39;0;81
"4001";41,907772;12,491252;2014-02-12 12:16:40;3;237
"4005";41,902633;12,496948;2014-02-12 12:16:41;9;31
"4007";41,908444;12,494038;2014-02-12 12:16:42;0;106
"4026";41,907711;12,49066;2014-02-12 12:16:44;0;320
"4031";41,907383;12,489326;2014-02-12 12:16:45;0;256
"4045";41,907731;12,491166;2014-02-12 12:16:49;0;237
"4046";41,904215;12,494374;2014-02-12 12:16:49;1;242
"4047";41,907875;12,491611;2014-02-12 12:16:49;0;81
"4055";41,908444;12,494038;2014-02-12 12:16:52;0;106
"4072";41,907711;12,49066;2014-02-12 12:16:54;0;320
"4077";41,907383;12,489326;2014-02-12 12:16:55;0;256
"4087";41,907731;12,491166;2014-02-12 12:17:00;0;237
"4588";41,902934;12,49646;2014-02-12 12:17:00;60;31
"4088";41,904239;12,494399;2014-02-12 12:17:00;0;242
"4593";41,907875;12,491611;2014-02-12 12:17:00;0;81
"4598";41,903019;12,496292;2014-02-12 12:17:01;0;31
"4601";41,908444;12,494038;2014-02-12 12:17:02;1;106
"4603";41,903019;12,496292;2014-02-12 12:17:02;0;31
"4602";41,903572;12,488374;2014-02-12 12:17:02;18;308
"4616";41,907711;12,49066;2014-02-12 12:17:04;0;320
"4619";41,907383;12,489326;2014-02-12 12:17:05;2;256
"4637";41,907731;12,491166;2014-02-12 12:17:09;0;237
"4638";41,904239;12,494399;2014-02-12 12:17:09;0;242
"4640";41,907875;12,491611;2014-02-12 12:17:09;0;81
"4654";41,903019;12,496292;2014-02-12 12:17:12;0;31
"4653";41,903754;12,488946;2014-02-12 12:17:12;5;308
"4667";41,908488;12,493995;2014-02-12 12:17:15;0;106
"4668";41,908488;12,493995;2014-02-12 12:17:15;15;106
"4672";41,907711;12,49066;2014-02-12 12:17:15;0;320
"4671";41,907406;12,48924;2014-02-12 12:17:15;1;256
"4683";41,909083;12,488557;2014-02-12 12:17:18;19;3
"4685";41,907875;12,491611;2014-02-12 12:17:18;3;81
"4687";41,908416;12,493807;2014-02-12 12:17:19;31;106
"4690";41,907731;12,491166;2014-02-12 12:17:19;0;237
"4695";41,904239;12,494399;2014-02-12 12:17:20;0;242
"4699";41,903019;12,496292;2014-02-12 12:17:21;0;31
"4708";41,903866;12,489061;2014-02-12 12:17:22;0;308
"4717";41,907711;12,49066;2014-02-12 12:17:24;0;320
"4720";41,907431;12,48919;2014-02-12 12:17:25;1;256
"4730";41,907801;12,491527;2014-02-12 12:17:28;0;81
"4736";41,908606;12,488903;2014-02-12 12:17:29;27;3
"4734";41,907731;12,491166;2014-02-12 12:17:29;0;237
"4735";41,904239;12,494399;2014-02-12 12:17:29;0;242
"4742";41,908084;12,492611;2014-02-12 12:17:31;24;106
"4751";41,903019;12,496292;2014-02-12 12:17:32;0;31
"4749";41,902167;12,498671;2014-02-12 12:17:32;25;303
"4750";41,903866;12,489061;2014-02-12 12:17:32;0;308
"4769";41,907711;12,49066;2014-02-12 12:17:40;0;320
"4766";41,907731;12,491166;2014-02-12 12:17:40;0;237
"4767";41,907488;12,489173;2014-02-12 12:17:40;0;256
"4783";41,907894;12,489433;2014-02-12 12:17:41;26;3
"4773";41,907873;12,491826;2014-02-12 12:17:41;60;106
"4781";41,904239;12,494399;2014-02-12 12:17:41;0;242
"4789";41,907801;12,491527;2014-02-12 12:17:41;0;81
"4801";41,902274;12,497738;2014-02-12 12:17:43;31;303
"4808";41,907711;12,49066;2014-02-12 12:17:44;0;320
"4807";41,903866;12,489061;2014-02-12 12:17:44;24;308
"4813";41,903019;12,496292;2014-02-12 12:17:45;0;31
"4811";41,907494;12,489164;2014-02-12 12:17:45;0;256
"4828";41,907491;12,489731;2014-02-12 12:17:48;16;3
"4829";41,903019;12,496292;2014-02-12 12:17:48;0;31
"4830";41,903019;12,496292;2014-02-12 12:17:48;0;31
"4832";41,907461;12,490307;2014-02-12 12:17:49;5;106
"4834";41,907731;12,491166;2014-02-12 12:17:49;0;237
"4835";41,904239;12,494405;2014-02-12 12:17:49;0;242
"4837";41,907801;12,491527;2014-02-12 12:17:49;0;81
"4846";41,902525;12,496836;2014-02-12 12:17:52;22;303
"4847";41,904282;12,488715;2014-02-12 12:17:52;23;308
"4858";41,907489;12,489167;2014-02-12 12:17:54;0;256
"4862";41,907711;12,49066;2014-02-12 12:17:55;0;320
"4877";41,907096;12,490059;2014-02-12 12:17:59;15;3
"4875";41,907731;12,491166;2014-02-12 12:17:59;0;237
"4876";41,904238;12,494409;2014-02-12 12:17:59;0;242
"4879";41,907801;12,491527;2014-02-12 12:17:59;0;81
"4881";41,907426;12,490092;2014-02-12 12:18:00;0;106
"4897";41,904818;12,488248;2014-02-12 12:18:03;28;308
"4902";41,902944;12,496109;2014-02-12 12:18:04;21;303
"4906";41,907711;12,49066;2014-02-12 12:18:05;0;320
"4905";41,907491;12,489172;2014-02-12 12:18:05;0;256
"4923";41,906726;12,490229;2014-02-12 12:18:09;0;3
"4913";41,907421;12,490073;2014-02-12 12:18:09;3;106
"4920";41,907731;12,491166;2014-02-12 12:18:09;0;237
"4921";41,904238;12,494409;2014-02-12 12:18:09;0;242
"4924";41,907801;12,491527;2014-02-12 12:18:09;0;81
"4933";41,902584;12,495778;2014-02-12 12:18:12;19;303
"4946";41,907711;12,49066;2014-02-12 12:18:15;0;320
"4944";41,907482;12,489178;2014-02-12 12:18:15;1;256
"4952";41,905808;12,488531;2014-02-12 12:18:17;50;308
"4960";41,907347;12,490006;2014-02-12 12:18:19;0;106
"4964";41,904238;12,494409;2014-02-12 12:18:19;0;242
"4965";41,907801;12,491527;2014-02-12 12:18:19;0;81
"4972";41,906726;12,490229;2014-02-12 12:18:20;0;3
"4971";41,907731;12,491166;2014-02-12 12:18:20;0;237
"4980";41,902197;12,49539;2014-02-12 12:18:22;24;303
"4981";41,906116;12,48926;2014-02-12 12:18:22;15;308
"4993";41,902437;12,497593;2014-02-12 12:18:25;30;261
"4994";41,907711;12,49066;2014-02-12 12:18:25;0;320
"4992";41,907465;12,489203;2014-02-12 12:18:25;0;256
"5001";41,906726;12,490229;2014-02-12 12:18:28;4;3
"5004";41,907347;12,490006;2014-02-12 12:18:29;4;106
"5010";41,904238;12,494409;2014-02-12 12:18:29;0;242
"5011";41,907801;12,491527;2014-02-12 12:18:29;0;81
"5017";41,907731;12,491166;2014-02-12 12:18:30;0;237
"5035";41,902713;12,496656;2014-02-12 12:18:35;16;261
"5037";41,907711;12,49066;2014-02-12 12:18:35;0;320
"5034";41,907471;12,48921;2014-02-12 12:18:35;0;256
"5039";41,906311;12,489925;2014-02-12 12:18:36;19;308
"5046";41,906621;12,490217;2014-02-12 12:18:38;17;3
"5051";41,907328;12,489868;2014-02-12 12:18:39;0;106
"5054";41,904238;12,494409;2014-02-12 12:18:39;0;242
"5059";41,907731;12,491166;2014-02-12 12:18:40;0;237
"5061";41,907801;12,491527;2014-02-12 12:18:40;0;81
"5069";41,906402;12,490299;2014-02-12 12:18:42;28;308
"5077";41,907711;12,49066;2014-02-12 12:18:44;0;320
"5075";41,907471;12,48921;2014-02-12 12:18:44;0;256
"5079";41,9029;12,496145;2014-02-12 12:18:45;18;261
"5090";41,90627;12,48985;2014-02-12 12:18:48;32;3
"5091";41,907328;12,489868;2014-02-12 12:18:49;7;106
"5095";41,904238;12,494409;2014-02-12 12:18:49;0;242
"5098";41,907804;12,491521;2014-02-12 12:18:49;0;81
"5102";41,907731;12,491166;2014-02-12 12:18:50;0;237
"5110";41,90711;12,490165;2014-02-12 12:18:52;1;308
"5119";41,907711;12,49066;2014-02-12 12:18:54;0;320
"5122";41,902497;12,495851;2014-02-12 12:18:55;4;261
"5121";41,907469;12,489226;2014-02-12 12:18:55;2;256
"5133";41,905898;12,488887;2014-02-12 12:18:58;39;3
"5136";41,907731;12,491166;2014-02-12 12:18:59;0;237
"5137";41,904238;12,494409;2014-02-12 12:18:59;0;242
"5138";41,907811;12,491508;2014-02-12 12:18:59;0;81
"5140";41,907156;12,490047;2014-02-12 12:19:00;38;106
"5157";41,907142;12,490148;2014-02-12 12:19:02;0;308
"5169";41,907711;12,49066;2014-02-12 12:19:05;0;320
"5168";41,907483;12,489323;2014-02-12 12:19:05;1;256
"5171";41,9024;12,495772;2014-02-12 12:19:06;0;261
"5184";41,907731;12,491166;2014-02-12 12:19:09;0;237
"5185";41,904238;12,494409;2014-02-12 12:19:09;0;242
"5189";41,907811;12,491508;2014-02-12 12:19:09;0;81
"5192";41,906207;12,48985;2014-02-12 12:19:10;5;106
"5207";41,907142;12,490148;2014-02-12 12:19:13;0;308
"5210";41,9024;12,495772;2014-02-12 12:19:14;10;261
"5214";41,907711;12,49066;2014-02-12 12:19:15;0;320
"5213";41,907458;12,489359;2014-02-12 12:19:15;0;256
"5225";41,904386;12,488444;2014-02-12 12:19:18;23;3
"5226";41,907811;12,491508;2014-02-12 12:19:18;0;81
"5231";41,907731;12,491166;2014-02-12 12:19:19;1;237
"5232";41,904238;12,494409;2014-02-12 12:19:19;0;242
"5243";41,907142;12,490148;2014-02-12 12:19:22;9;308
"5244";41,90613;12,489611;2014-02-12 12:19:23;0;106
"5252";41,907711;12,49066;2014-02-12 12:19:24;0;320
"5258";41,902174;12,495503;2014-02-12 12:19:25;20;261
"5257";41,907462;12,489378;2014-02-12 12:19:25;4;256
"5272";41,907811;12,491508;2014-02-12 12:19:28;0;81
"5276";41,903745;12,488406;2014-02-12 12:19:29;30;3
"5274";41,907697;12,491124;2014-02-12 12:19:29;0;237
"5275";41,904238;12,494409;2014-02-12 12:19:29;0;242
"5279";41,90613;12,489611;2014-02-12 12:19:30;0;106
"5291";41,90732;12,489936;2014-02-12 12:19:32;35;308
"5298";41,907711;12,49066;2014-02-12 12:19:34;0;320
"5301";41,907357;12,489299;2014-02-12 12:19:35;2;256
"5318";41,90613;12,489611;2014-02-12 12:19:39;0;106
"5321";41,907696;12,491123;2014-02-12 12:19:39;1;237
"5322";41,904238;12,494409;2014-02-12 12:19:39;0;242
"5327";41,907811;12,491508;2014-02-12 12:19:39;0;81
"5342";41,908149;12,48923;2014-02-12 12:19:43;20;308
"5347";41,907711;12,49066;2014-02-12 12:19:45;0;320
"5350";41,907301;12,489286;2014-02-12 12:19:46;0;256
"5358";41,908094;12,49869;2014-02-12 12:19:48;22;141
"5359";41,90613;12,489611;2014-02-12 12:19:49;0;106
"5365";41,907811;12,491508;2014-02-12 12:19:49;0;81
"5370";41,907734;12,491128;2014-02-12 12:19:50;1;237
"5371";41,904238;12,494409;2014-02-12 12:19:50;0;242
"5381";41,90854;12,488926;2014-02-12 12:19:52;35;308
"5391";41,907711;12,49066;2014-02-12 12:19:55;0;320
"5390";41,907314;12,489276;2014-02-12 12:19:55;0;256
"5408";41,907811;12,491508;2014-02-12 12:19:59;0;81
"5405";41,908715;12,49855;2014-02-12 12:19:59;35;141
"5410";41,90613;12,489611;2014-02-12 12:20:00;4;106
"5412";41,907759;12,49115;2014-02-12 12:20:00;2;237
"5414";41,904238;12,494409;2014-02-12 12:20:00;0;242
"5424";41,909382;12,488543;2014-02-12 12:20:02;26;308
"5433";41,907711;12,49066;2014-02-12 12:20:05;0;320
"5435";41,907339;12,48928;2014-02-12 12:20:06;0;256
"5446";41,906089;12,489502;2014-02-12 12:20:09;11;106
"5451";41,904238;12,494409;2014-02-12 12:20:09;0;242
"5453";41,907811;12,491508;2014-02-12 12:20:09;0;81
"5458";41,90775;12,491223;2014-02-12 12:20:10;0;237
"5455";41,902118;12,49833;2014-02-12 12:20:10;43;115
"5475";41,907711;12,49066;2014-02-12 12:20:15;0;320
"5478";41,907324;12,489286;2014-02-12 12:20:16;0;256
"5487";41,905931;12,489145;2014-02-12 12:20:20;43;106
"5494";41,907735;12,491245;2014-02-12 12:20:20;1;237
"5495";41,904238;12,494409;2014-02-12 12:20:20;0;242
"5498";41,907811;12,491508;2014-02-12 12:20:20;0;81
"5488";41,90257;12,497001;2014-02-12 12:20:20;21;115
"5515";41,907711;12,49066;2014-02-12 12:20:25;0;320
"5520";41,907325;12,489285;2014-02-12 12:20:26;2;256
"5534";41,907721;12,491193;2014-02-12 12:20:29;2;237
"5536";41,907811;12,491508;2014-02-12 12:20:29;0;81
"5542";41,904238;12,494409;2014-02-12 12:20:30;0;242
"5539";41,90293;12,496471;2014-02-12 12:20:30;5;115
"5554";41,907711;12,49066;2014-02-12 12:20:34;0;320
"5557";41,907351;12,489346;2014-02-12 12:20:35;14;256
"5574";41,907811;12,491508;2014-02-12 12:20:38;0;81
"5575";41,904759;12,488209;2014-02-12 12:20:39;41;106
"5581";41,907654;12,491136;2014-02-12 12:20:40;1;237
"5582";41,904238;12,494409;2014-02-12 12:20:40;0;242
"5578";41,903042;12,496358;2014-02-12 12:20:40;6;115
"5596";41,907711;12,49066;2014-02-12 12:20:44;0;320
"5599";41,907495;12,489804;2014-02-12 12:20:45;27;256
"5603";41,903065;12,496218;2014-02-12 12:20:47;0;115
"5615";41,903288;12,48842;2014-02-12 12:20:48;17;88
"5616";41,903748;12,488466;2014-02-12 12:20:49;6;106
"5618";41,904238;12,494409;2014-02-12 12:20:49;0;242
"5621";41,907811;12,491508;2014-02-12 12:20:49;0;81
"5626";41,907623;12,491111;2014-02-12 12:20:50;0;237
"5623";41,903065;12,496218;2014-02-12 12:20:50;0;115
"5640";41,907711;12,49066;2014-02-12 12:20:54;0;320
"5637";41,908063;12,489464;2014-02-12 12:20:54;15;256
"5658";41,907629;12,491114;2014-02-12 12:20:59;2;237
"5661";41,903023;12,488965;2014-02-12 12:20:59;12;88
"5659";41,907811;12,491508;2014-02-12 12:20:59;0;81
"5662";41,903634;12,488303;2014-02-12 12:21:00;16;106
"5665";41,904238;12,494409;2014-02-12 12:21:00;0;242
"5663";41,903065;12,496218;2014-02-12 12:21:00;0;115
"5681";41,907711;12,49066;2014-02-12 12:21:04;0;320
"5683";41,908436;12,48917;2014-02-12 12:21:05;33;256
"5697";41,902846;12,489242;2014-02-12 12:21:08;38;88
"5703";41,907682;12,491159;2014-02-12 12:21:09;5;237
"5704";41,904238;12,494409;2014-02-12 12:21:09;0;242
"5707";41,907811;12,491508;2014-02-12 12:21:09;0;81
"5709";41,903718;12,48885;2014-02-12 12:21:10;25;106
"5710";41,903065;12,496218;2014-02-12 12:21:10;0;115
"5726";41,907711;12,49066;2014-02-12 12:21:15;0;320
"5724";41,909163;12,488623;2014-02-12 12:21:15;10;256
"5741";41,907811;12,491508;2014-02-12 12:21:18;0;81
"5744";41,9078;12,491081;2014-02-12 12:21:19;1;237
"5747";41,902206;12,490382;2014-02-12 12:21:19;4;88
"5748";41,903936;12,489665;2014-02-12 12:21:20;32;106
"5749";41,903065;12,496218;2014-02-12 12:21:20;0;115
"5762";41,903019;12,496292;2014-02-12 12:21:22;0;31
"5763";41,903019;12,496292;2014-02-12 12:21:22;0;31
"5758";41,904238;12,494409;2014-02-12 12:21:22;0;242
"5767";41,907711;12,49066;2014-02-12 12:21:24;0;320
"5785";41,903019;12,496292;2014-02-12 12:21:28;0;31
"5787";41,902142;12,490482;2014-02-12 12:21:28;0;88
"5789";41,907839;12,491083;2014-02-12 12:21:29;1;237
"5790";41,904238;12,494409;2014-02-12 12:21:29;1;242
"5793";41,907811;12,491508;2014-02-12 12:21:29;0;81
"5794";41,903065;12,496218;2014-02-12 12:21:30;0;115
"5801";41,904371;12,490836;2014-02-12 12:21:32;23;106
"5813";41,907711;12,49066;2014-02-12 12:21:35;0;320
"5825";41,903019;12,496292;2014-02-12 12:21:38;0;31
"5830";41,902142;12,490482;2014-02-12 12:21:38;0;88
"5835";41,907811;12,491508;2014-02-12 12:21:39;0;81
"5836";41,904574;12,491408;2014-02-12 12:21:40;37;106
"5839";41,907799;12,491122;2014-02-12 12:21:40;1;237
"5840";41,904262;12,49436;2014-02-12 12:21:40;0;242
"5837";41,903065;12,496218;2014-02-12 12:21:40;0;115
"5854";41,907711;12,49066;2014-02-12 12:21:44;0;320
"5864";41,906958;12,498026;2014-02-12 12:21:47;16;367
"5873";41,902142;12,490482;2014-02-12 12:21:48;0;88
"5874";41,904946;12,492421;2014-02-12 12:21:49;0;106
"5875";41,907771;12,491149;2014-02-12 12:21:49;0;237
"5879";41,907811;12,491508;2014-02-12 12:21:49;0;81
"5882";41,904268;12,494362;2014-02-12 12:21:50;1;242
"5888";41,903065;12,496218;2014-02-12 12:21:52;0;115
"5899";41,907688;12,490651;2014-02-12 12:21:54;1;320
"5898";41,903019;12,496292;2014-02-12 12:21:54;5;31
"5902";41,903658;12,488286;2014-02-12 12:21:55;10;28
"5911";41,903102;12,496254;2014-02-12 12:22:00;2;31
"5913";41,906588;12,497527;2014-02-12 12:22:00;0;367
"5915";41,904949;12,492441;2014-02-12 12:22:01;1;106
"5924";41,907755;12,491172;2014-02-12 12:22:01;0;237
"5928";41,907811;12,491508;2014-02-12 12:22:01;0;81
"5916";41,903065;12,496218;2014-02-12 12:22:01;0;115
"5934";41,904287;12,494401;2014-02-12 12:22:02;2;242
"5938";41,902142;12,490482;2014-02-12 12:22:03;34;88
"5942";41,90767;12,49062;2014-02-12 12:22:04;0;320
"5952";41,906588;12,497527;2014-02-12 12:22:07;2;367
"5950";41,903745;12,488683;2014-02-12 12:22:07;10;28
"5959";41,90316;12,496243;2014-02-12 12:22:08;1;31
"5961";41,904951;12,492479;2014-02-12 12:22:09;23;106
"5969";41,907753;12,491201;2014-02-12 12:22:10;0;237
"5970";41,904287;12,494473;2014-02-12 12:22:10;0;242
"5972";41,907811;12,491508;2014-02-12 12:22:10;0;81
"5966";41,903065;12,496218;2014-02-12 12:22:10;0;115
"5986";41,90767;12,49062;2014-02-12 12:22:14;0;320
"5989";41,903811;12,488944;2014-02-12 12:22:15;7;28
"5996";41,906542;12,497453;2014-02-12 12:22:17;43;367
"6003";41,903119;12,496219;2014-02-12 12:22:18;2;31
"5998";41,902405;12,497681;2014-02-12 12:22:18;32;119
"6004";41,904816;12,49324;2014-02-12 12:22:19;22;106
"6007";41,904281;12,494482;2014-02-12 12:22:19;0;242
"6009";41,907811;12,491508;2014-02-12 12:22:19;0;81
"6011";41,907738;12,491206;2014-02-12 12:22:20;1;237
"6013";41,903065;12,496218;2014-02-12 12:22:21;0;115
"6028";41,903992;12,488981;2014-02-12 12:22:25;2;28
"6032";41,90767;12,49062;2014-02-12 12:22:27;5;320
"6034";41,905824;12,496345;2014-02-12 12:22:27;38;367
"6042";41,903058;12,496207;2014-02-12 12:22:28;1;31
"6036";41,902766;12,496707;2014-02-12 12:22:28;12;119
"6047";41,90775;12,491172;2014-02-12 12:22:29;0;237
"6049";41,907811;12,491508;2014-02-12 12:22:29;0;81
"6050";41,904478;12,493924;2014-02-12 12:22:30;0;106
"6055";41,904276;12,494485;2014-02-12 12:22:30;0;242
"6051";41,903065;12,496218;2014-02-12 12:22:30;0;115
"6072";41,907595;12,490528;2014-02-12 12:22:35;1;320
"6071";41,904043;12,488947;2014-02-12 12:22:35;0;28
"6903";41,905177;12,495409;2014-02-12 12:22:37;37;367
"6112";41,903028;12,496228;2014-02-12 12:22:38;1;31
"6113";41,907811;12,491508;2014-02-12 12:22:38;0;81
"6114";41,904478;12,493924;2014-02-12 12:22:39;0;106
"6116";41,907757;12,49118;2014-02-12 12:22:39;1;237
"6117";41,904277;12,494491;2014-02-12 12:22:39;0;242
"6119";41,903065;12,496218;2014-02-12 12:22:40;0;115
"6144";41,907606;12,490465;2014-02-12 12:22:45;0;320
"6140";41,903237;12,496352;2014-02-12 12:22:45;0;119
"6141";41,903237;12,496352;2014-02-12 12:22:45;11;119
"6146";41,904043;12,488947;2014-02-12 12:22:46;17;28
"6151";41,904544;12,494462;2014-02-12 12:22:47;10;367
"6155";41,902998;12,496262;2014-02-12 12:22:48;0;31
"6157";41,904478;12,493924;2014-02-12 12:22:49;0;106
"6161";41,907775;12,491215;2014-02-12 12:22:49;0;237
"6162";41,904286;12,494485;2014-02-12 12:22:49;1;242
"6164";41,907811;12,491508;2014-02-12 12:22:49;0;81
"6158";41,90334;12,496279;2014-02-12 12:22:49;8;119
"6165";41,903065;12,496218;2014-02-12 12:22:50;0;115
"6169";41,902393;12,491371;2014-02-12 12:22:51;29;241
"6180";41,907605;12,490461;2014-02-12 12:22:54;0;320
"6184";41,904357;12,488624;2014-02-12 12:22:55;22;28
"6191";41,904284;12,494375;2014-02-12 12:22:57;0;367
"6196";41,902984;12,496241;2014-02-12 12:22:58;0;31
"6198";41,904478;12,493924;2014-02-12 12:22:59;4;106
"6200";41,907787;12,491203;2014-02-12 12:22:59;9;237
"6201";41,904295;12,494452;2014-02-12 12:22:59;0;242
"6203";41,907811;12,491508;2014-02-12 12:22:59;0;81
"6199";41,903523;12,496111;2014-02-12 12:22:59;16;119
"6204";41,903065;12,496218;2014-02-12 12:23:00;0;115
"6208";41,902884;12,492106;2014-02-12 12:23:01;15;241
"6222";41,907605;12,490461;2014-02-12 12:23:04;0;320
"6231";41,904273;12,494389;2014-02-12 12:23:07;0;367
"6240";41,90771;12,490902;2014-02-12 12:23:09;6;237
"6241";41,904275;12,494452;2014-02-12 12:23:09;0;242
"6244";41,907811;12,491508;2014-02-12 12:23:09;0;81
"6235";41,903831;12,49575;2014-02-12 12:23:09;5;119
"6245";41,9044;12,494037;2014-02-12 12:23:10;5;106
"6246";41,903065;12,496218;2014-02-12 12:23:10;0;115
"6256";41,902973;12,49624;2014-02-12 12:23:12;4;31
"6254";41,903125;12,492559;2014-02-12 12:23:12;12;241
"6263";41,907605;12,490461;2014-02-12 12:23:14;0;320
"6267";41,905697;12,488372;2014-02-12 12:23:15;47;28
"6273";41,904273;12,494389;2014-02-12 12:23:17;8;367
"6276";41,902957;12,496152;2014-02-12 12:23:18;1;31
"6278";41,907811;12,491508;2014-02-12 12:23:18;0;81
"6282";41,90764;12,49071;2014-02-12 12:23:19;3;237
"6279";41,903964;12,495718;2014-02-12 12:23:19;32;119
"6285";41,904307;12,494153;2014-02-12 12:23:20;4;106
"6286";41,903065;12,496218;2014-02-12 12:23:20;0;115
"6289";41,904267;12,49446;2014-02-12 12:23:21;0;242
"6293";41,903295;12,492924;2014-02-12 12:23:22;28;241
"6304";41,907605;12,490461;2014-02-12 12:23:25;0;320
"6312";41,902949;12,496186;2014-02-12 12:23:27;1;31
"6314";41,90413;12,494601;2014-02-12 12:23:27;26;367
"6311";41,906351;12,490082;2014-02-12 12:23:27;24;28
"6321";41,907569;12,49077;2014-02-12 12:23:29;1;237
"6322";41,904267;12,49446;2014-02-12 12:23:29;0;242
"6324";41,907811;12,491508;2014-02-12 12:23:29;0;81
"6319";41,904517;12,496522;2014-02-12 12:23:29;8;119
"6325";41,903065;12,496218;2014-02-12 12:23:30;0;115
"6329";41,903801;12,493471;2014-02-12 12:23:31;12;241
"6343";41,907605;12,490461;2014-02-12 12:23:34;0;320
"6346";41,906807;12,49035;2014-02-12 12:23:35;19;28
"6347";41,90421;12,494371;2014-02-12 12:23:36;8;106
"6352";41,90297;12,496226;2014-02-12 12:23:37;1;31
"6354";41,903725;12,495286;2014-02-12 12:23:37;8;367
"6359";41,904181;12,494442;2014-02-12 12:23:39;2;106
"6362";41,904267;12,49446;2014-02-12 12:23:39;0;242
"6360";41,904629;12,496762;2014-02-12 12:23:39;10;119
"6365";41,903065;12,496218;2014-02-12 12:23:40;0;115
"6370";41,907511;12,490764;2014-02-12 12:23:41;1;237
"6378";41,907811;12,491508;2014-02-12 12:23:42;0;81
"6376";41,904027;12,493834;2014-02-12 12:23:42;7;241
"6383";41,907605;12,490461;2014-02-12 12:23:44;4;320
"6387";41,907249;12,490055;2014-02-12 12:23:45;0;28
"6394";41,903546;12,495438;2014-02-12 12:23:47;17;367
"6397";41,903;12,496182;2014-02-12 12:23:48;1;31
"6398";41,904195;12,494513;2014-02-12 12:23:49;0;106
"6402";41,90426;12,494479;2014-02-12 12:23:49;2;242
"6404";41,907811;12,491508;2014-02-12 12:23:49;1;81
"6407";41,907475;12,490782;2014-02-12 12:23:50;0;237
"6406";41,909344;12,488276;2014-02-12 12:23:50;12;163
"6405";41,903065;12,496218;2014-02-12 12:23:50;0;115
"6415";41,904083;12,494082;2014-02-12 12:23:52;3;241
"6418";41,904883;12,49641;2014-02-12 12:23:53;12;119
"6423";41,9077;12,490506;2014-02-12 12:23:54;0;320
"6425";41,907249;12,490055;2014-02-12 12:23:55;3;28
"6436";41,903032;12,496198;2014-02-12 12:23:58;1;31
"6437";41,904203;12,494494;2014-02-12 12:23:59;3;106
"6440";41,907475;12,490782;2014-02-12 12:23:59;0;237
"6441";41,904222;12,494533;2014-02-12 12:23:59;0;242
"6443";41,907783;12,491489;2014-02-12 12:23:59;0;81
"6438";41,905034;12,49625;2014-02-12 12:23:59;5;119
"6445";41,909092;12,488511;2014-02-12 12:24:00;8;163
"6444";41,903065;12,496218;2014-02-12 12:24:00;0;115
"6448";41,9041;12,494184;2014-02-12 12:24:01;0;241
"6460";41,902931;12,495912;2014-02-12 12:24:03;52;367
"6462";41,907705;12,490508;2014-02-12 12:24:04;0;320
"6465";41,907316;12,489991;2014-02-12 12:24:05;24;28
"6473";41,903006;12,496195;2014-02-12 12:24:08;1;31
"6475";41,902314;12,495627;2014-02-12 12:24:08;15;367
"6479";41,907475;12,490782;2014-02-12 12:24:09;0;237
"6476";41,905131;12,496133;2014-02-12 12:24:09;15;119
"6483";41,904204;12,494538;2014-02-12 12:24:10;0;242
"6481";41,908902;12,488667;2014-02-12 12:24:10;0;163
"6480";41,903065;12,496218;2014-02-12 12:24:10;0;115
"6485";41,904113;12,49458;2014-02-12 12:24:11;11;106
