"";"latitude";"longitude";"unixtime";"velocidades";"file_name"
"13631";41,904768;12,49496;2014-02-12 12:53:10;23;51
"13632";41,905592;12,491359;2014-02-12 12:53:11;55;301
"13708";41,903561;12,488651;2014-02-12 12:53:12;0;24
"13707";41,906859;12,497882;2014-02-12 12:53:12;12;138
"13706";41,903524;12,488864;2014-02-12 12:53:12;0;124
"13712";41,904213;12,494517;2014-02-12 12:53:13;0;303
"13637";41,90311;12,496012;2014-02-12 12:53:14;0;186
"13641";41,906388;12,490013;2014-02-12 12:53:14;5;363
"13648";41,903303;12,488298;2014-02-12 12:53:17;0;163
"13663";41,905121;12,492915;2014-02-12 12:53:20;32;301
"13666";41,904476;12,494276;2014-02-12 12:53:20;28;51
"13668";41,903529;12,488865;2014-02-12 12:53:21;0;124
"13674";41,90311;12,496012;2014-02-12 12:53:25;0;186
"13677";41,903565;12,488656;2014-02-12 12:53:25;0;24
"13672";41,90659;12,497465;2014-02-12 12:53:25;0;138
"13681";41,906528;12,490101;2014-02-12 12:53:25;0;363
"13678";41,904199;12,494486;2014-02-12 12:53:25;1;303
"13688";41,903303;12,488298;2014-02-12 12:53:28;0;163
"13702";41,904623;12,493761;2014-02-12 12:53:30;14;301
"13705";41,90497;12,493585;2014-02-12 12:53:30;2;51
"13741";41,903565;12,488656;2014-02-12 12:53:32;0;24
"13739";41,903529;12,488865;2014-02-12 12:53:32;0;124
"13746";41,90311;12,496012;2014-02-12 12:53:33;0;186
"13745";41,90659;12,497465;2014-02-12 12:53:33;0;138
"13749";41,904179;12,494474;2014-02-12 12:53:33;0;303
"13759";41,906538;12,490111;2014-02-12 12:53:35;14;363
"13761";41,902737;12,491819;2014-02-12 12:53:36;20;137
"13713";41,903303;12,488298;2014-02-12 12:53:37;0;163
"13732";41,90501;12,493518;2014-02-12 12:53:41;0;51
"13734";41,903565;12,488656;2014-02-12 12:53:42;0;24
"13735";41,904275;12,494106;2014-02-12 12:53:42;43;301
"13740";41,903551;12,488884;2014-02-12 12:53:43;0;124
"13760";41,90311;12,496012;2014-02-12 12:53:44;0;186
"13747";41,90659;12,497465;2014-02-12 12:53:44;0;138
"13766";41,906811;12,490328;2014-02-12 12:53:44;25;363
"13764";41,904178;12,494472;2014-02-12 12:53:44;0;303
"13779";41,903303;12,488298;2014-02-12 12:53:47;0;163
"13772";41,903009;12,492496;2014-02-12 12:53:47;30;137
"13786";41,90501;12,493518;2014-02-12 12:53:50;0;51
"13789";41,903617;12,493119;2014-02-12 12:53:51;38;301
"13794";41,903565;12,488656;2014-02-12 12:53:52;0;24
"13792";41,903559;12,488897;2014-02-12 12:53:52;0;124
"13796";41,90659;12,497465;2014-02-12 12:53:53;25;138
"13797";41,904178;12,494471;2014-02-12 12:53:53;0;303
"13801";41,90311;12,496012;2014-02-12 12:53:54;0;186
"13809";41,907443;12,48989;2014-02-12 12:53:55;24;363
"13806";41,903421;12,493095;2014-02-12 12:53:55;23;137
"13812";41,903303;12,488298;2014-02-12 12:53:57;3;163
"13829";41,903056;12,492225;2014-02-12 12:54:00;39;301
"13852";41,90501;12,493518;2014-02-12 12:54:01;6;51
"13858";41,903565;12,488656;2014-02-12 12:54:02;0;24
"13862";41,906154;12,496823;2014-02-12 12:54:03;38;138
"13864";41,904185;12,494501;2014-02-12 12:54:03;0;303
"13883";41,90311;12,496012;2014-02-12 12:54:04;1;186
"13867";41,903568;12,488877;2014-02-12 12:54:04;0;124
"13898";41,907971;12,489448;2014-02-12 12:54:05;18;363
"13892";41,903841;12,493628;2014-02-12 12:54:05;9;137
"13833";41,903378;12,488315;2014-02-12 12:54:07;0;163
"13853";41,902408;12,491231;2014-02-12 12:54:10;4;301
"13869";41,903565;12,488656;2014-02-12 12:54:12;0;24
"13870";41,904192;12,494501;2014-02-12 12:54:12;1;303
"13866";41,903565;12,488879;2014-02-12 12:54:12;0;124
"13875";41,905522;12,49587;2014-02-12 12:54:13;16;138
"13876";41,908305;12,48922;2014-02-12 12:54:13;16;363
"13880";41,903092;12,496048;2014-02-12 12:54:14;0;186
"13887";41,903916;12,493938;2014-02-12 12:54:15;8;137
"13893";41,905086;12,493195;2014-02-12 12:54:16;46;51
"13895";41,903378;12,488315;2014-02-12 12:54:24;0;163
"13910";41,903565;12,488656;2014-02-12 12:54:25;0;24
"13913";41,902317;12,491039;2014-02-12 12:54:25;16;301
"13899";41,903093;12,496036;2014-02-12 12:54:26;1;186
"13924";41,905871;12,495311;2014-02-12 12:54:26;52;138
"13977";41,908758;12,488866;2014-02-12 12:54:26;27;363
"13975";41,904228;12,494526;2014-02-12 12:54:26;1;303
"13921";41,903573;12,488867;2014-02-12 12:54:26;2;124
"13923";41,904043;12,494211;2014-02-12 12:54:26;6;137
"13979";41,905535;12,49175;2014-02-12 12:54:26;0;51
"13980";41,905535;12,49175;2014-02-12 12:54:26;0;51
"13982";41,903378;12,488315;2014-02-12 12:54:27;0;163
"13930";41,902132;12,490912;2014-02-12 12:54:30;5;301
"13934";41,903565;12,488656;2014-02-12 12:54:31;0;24
"13937";41,906159;12,494325;2014-02-12 12:54:32;25;138
"13936";41,903605;12,488827;2014-02-12 12:54:32;0;124
"13941";41,90308;12,496018;2014-02-12 12:54:33;0;186
"13944";41,909216;12,488661;2014-02-12 12:54:33;19;363
"13943";41,904209;12,494555;2014-02-12 12:54:33;0;303
"13950";41,905535;12,49175;2014-02-12 12:54:35;30;51
"13951";41,90413;12,494407;2014-02-12 12:54:36;3;137
"13955";41,903378;12,488315;2014-02-12 12:54:37;0;163
"14004";41,903565;12,488656;2014-02-12 12:54:42;0;24
"14002";41,906726;12,493959;2014-02-12 12:54:42;33;138
"14001";41,903604;12,488826;2014-02-12 12:54:42;0;124
"14008";41,903078;12,49603;2014-02-12 12:54:43;1;186
"14009";41,904186;12,494545;2014-02-12 12:54:43;0;303
"14015";41,905851;12,490951;2014-02-12 12:54:44;5;51
"14017";41,904143;12,494505;2014-02-12 12:54:45;20;137
"14023";41,903378;12,488315;2014-02-12 12:54:47;0;163
"14043";41,907556;12,49376;2014-02-12 12:54:52;15;138
"14045";41,904181;12,494559;2014-02-12 12:54:52;0;303
"14042";41,903602;12,488823;2014-02-12 12:54:52;0;124
"14046";41,902209;12,498104;2014-02-12 12:54:52;36;305
"14048";41,903076;12,495977;2014-02-12 12:54:53;0;186
"14050";41,903565;12,488656;2014-02-12 12:54:53;0;24
"14057";41,905811;12,490748;2014-02-12 12:54:55;33;51
"14058";41,903758;12,495049;2014-02-12 12:54:56;24;137
"14070";41,903378;12,488315;2014-02-12 12:54:59;2;163
"14084";41,903554;12,488655;2014-02-12 12:55:02;0;24
"14082";41,907946;12,493649;2014-02-12 12:55:02;16;138
"14081";41,903594;12,48882;2014-02-12 12:55:02;0;124
"14086";41,902583;12,496974;2014-02-12 12:55:02;24;305
"14089";41,903086;12,495989;2014-02-12 12:55:03;1;186
"14091";41,90419;12,494528;2014-02-12 12:55:03;1;303
"14095";41,90526;12,490066;2014-02-12 12:55:04;16;51
"14097";41,903301;12,495582;2014-02-12 12:55:06;17;137
"14101";41,903423;12,488269;2014-02-12 12:55:07;0;163
"14122";41,903545;12,488649;2014-02-12 12:55:12;0;24
"14121";41,903599;12,488823;2014-02-12 12:55:12;0;124
"14123";41,903024;12,496415;2014-02-12 12:55:12;2;305
"14127";41,908377;12,493451;2014-02-12 12:55:13;23;138
"14128";41,904164;12,494518;2014-02-12 12:55:13;1;303
"14131";41,903111;12,495959;2014-02-12 12:55:16;1;186
"14137";41,904883;12,489618;2014-02-12 12:55:16;32;51
"14141";41,903423;12,488269;2014-02-12 12:55:17;0;163
"14139";41,902891;12,495919;2014-02-12 12:55:17;25;137
"14161";41,903545;12,488649;2014-02-12 12:55:21;0;24
"14167";41,904187;12,49453;2014-02-12 12:55:22;0;303
"14165";41,903592;12,488826;2014-02-12 12:55:22;0;124
"14168";41,903073;12,496377;2014-02-12 12:55:22;0;305
"14170";41,908181;12,492703;2014-02-12 12:55:23;18;138
"14172";41,903073;12,496377;2014-02-12 12:55:23;0;305
"14174";41,903091;12,495975;2014-02-12 12:55:24;1;186
"14175";41,904401;12,489043;2014-02-12 12:55:24;3;51
"14177";41,902443;12,496261;2014-02-12 12:55:25;29;137
"14183";41,903423;12,488269;2014-02-12 12:55:27;2;163
"14196";41,909138;12,488491;2014-02-12 12:55:29;37;48
"14198";41,908063;12,492305;2014-02-12 12:55:30;16;138
"14208";41,903545;12,488649;2014-02-12 12:55:32;0;24
"14209";41,903073;12,496377;2014-02-12 12:55:32;1;305
"14215";41,903094;12,495942;2014-02-12 12:55:33;1;186
"14214";41,90801;12,492154;2014-02-12 12:55:33;22;138
"14216";41,904207;12,494527;2014-02-12 12:55:33;0;303
"14212";41,903584;12,488824;2014-02-12 12:55:33;0;124
"14224";41,904333;12,488961;2014-02-12 12:55:35;18;51
"14227";41,903472;12,488302;2014-02-12 12:55:37;0;163
"14236";41,908317;12,489098;2014-02-12 12:55:39;36;48
"14245";41,903545;12,488649;2014-02-12 12:55:41;0;24
"14248";41,903106;12,496413;2014-02-12 12:55:41;8;305
"14249";41,907832;12,49152;2014-02-12 12:55:42;0;138
"14257";41,90308;12,495979;2014-02-12 12:55:44;2;186
"14259";41,904206;12,494525;2014-02-12 12:55:44;0;303
"14255";41,903592;12,488823;2014-02-12 12:55:44;0;124
"14261";41,903991;12,48863;2014-02-12 12:55:44;21;51
"14269";41,903472;12,488302;2014-02-12 12:55:47;3;163
"14287";41,907348;12,489785;2014-02-12 12:55:51;25;48
"14290";41,903545;12,488649;2014-02-12 12:55:52;0;24
"14294";41,907822;12,491489;2014-02-12 12:55:53;0;138
"14298";41,903134;12,495937;2014-02-12 12:55:54;2;186
"14299";41,904206;12,494525;2014-02-12 12:55:54;0;303
"14295";41,903592;12,488823;2014-02-12 12:55:54;0;124
"14300";41,903376;12,496279;2014-02-12 12:55:54;26;305
"14306";41,90346;12,488321;2014-02-12 12:55:55;5;51
"14310";41,903388;12,488313;2014-02-12 12:55:57;0;163
"14318";41,906926;12,490192;2014-02-12 12:55:59;4;48
"14327";41,903428;12,488401;2014-02-12 12:56:00;2;51
"14330";41,903833;12,496313;2014-02-12 12:56:01;22;305
"14334";41,903545;12,488649;2014-02-12 12:56:02;0;24
"14337";41,907822;12,491489;2014-02-12 12:56:03;0;138
"14340";41,904206;12,494525;2014-02-12 12:56:03;1;303
"14335";41,903588;12,488829;2014-02-12 12:56:03;0;124
"14343";41,903188;12,495989;2014-02-12 12:56:04;1;186
"14345";41,903425;12,488435;2014-02-12 12:56:04;0;51
"14357";41,903388;12,488313;2014-02-12 12:56:08;4;163
"14369";41,906812;12,490258;2014-02-12 12:56:10;2;48
"14368";41,909365;12,488355;2014-02-12 12:56:10;19;43
"14366";41,904141;12,496864;2014-02-12 12:56:10;22;305
"14373";41,903545;12,488649;2014-02-12 12:56:11;0;24
"14375";41,904177;12,496922;2014-02-12 12:56:11;10;305
"14379";41,907822;12,491489;2014-02-12 12:56:12;0;138
"14381";41,904199;12,494493;2014-02-12 12:56:12;0;303
"14378";41,903588;12,488829;2014-02-12 12:56:12;0;124
"14384";41,903163;12,496007;2014-02-12 12:56:13;1;186
"14392";41,903425;12,488435;2014-02-12 12:56:15;0;51
"14396";41,903285;12,488325;2014-02-12 12:56:17;0;163
"14409";41,908934;12,488683;2014-02-12 12:56:20;15;43
"14412";41,904418;12,497083;2014-02-12 12:56:21;25;305
"14416";41,903545;12,488649;2014-02-12 12:56:22;0;24
"14418";41,906732;12,490251;2014-02-12 12:56:22;5;48
"14414";41,903584;12,488829;2014-02-12 12:56:22;1;124
"14424";41,90312;12,495991;2014-02-12 12:56:24;1;186
"14422";41,907822;12,491489;2014-02-12 12:56:24;0;138
"14425";41,904197;12,494461;2014-02-12 12:56:24;0;303
"14432";41,903425;12,488435;2014-02-12 12:56:25;0;51
"14436";41,903285;12,488325;2014-02-12 12:56:27;0;163
"14447";41,90663;12,490237;2014-02-12 12:56:29;1;48
"14455";41,904906;12,496513;2014-02-12 12:56:31;18;305
"14460";41,903545;12,488649;2014-02-12 12:56:32;0;24
"14462";41,908509;12,488978;2014-02-12 12:56:32;32;43
"14466";41,90311;12,495934;2014-02-12 12:56:33;0;186
"14465";41,907822;12,491489;2014-02-12 12:56:33;0;138
"14467";41,904193;12,494484;2014-02-12 12:56:33;2;303
"14468";41,903616;12,488838;2014-02-12 12:56:34;1;124
"14485";41,903285;12,488325;2014-02-12 12:56:39;0;163
"14488";41,903425;12,488435;2014-02-12 12:56:39;0;51
"14496";41,906575;12,490205;2014-02-12 12:56:41;19;48
"14495";41,907859;12,489446;2014-02-12 12:56:41;35;43
"14497";41,903595;12,488867;2014-02-12 12:56:42;0;124
"14500";41,905297;12,49608;2014-02-12 12:56:42;1;305
"14506";41,907822;12,491489;2014-02-12 12:56:43;0;138
"14507";41,904193;12,49457;2014-02-12 12:56:43;1;303
"14509";41,903134;12,495926;2014-02-12 12:56:44;1;186
"14518";41,903545;12,488649;2014-02-12 12:56:47;0;24
"14523";41,903425;12,488435;2014-02-12 12:56:47;0;51
"14527";41,903285;12,488325;2014-02-12 12:56:48;0;163
"14532";41,907239;12,489906;2014-02-12 12:56:49;26;43
"14538";41,903545;12,488649;2014-02-12 12:56:51;0;24
"14545";41,902115;12,498435;2014-02-12 12:56:52;25;368
"14541";41,907822;12,491489;2014-02-12 12:56:52;0;138
"14540";41,903589;12,488866;2014-02-12 12:56:52;1;124
"14544";41,905312;12,496038;2014-02-12 12:56:52;9;305
"14549";41,904226;12,494601;2014-02-12 12:56:53;0;303
"14551";41,903132;12,495961;2014-02-12 12:56:54;1;186
"14554";41,906097;12,489643;2014-02-12 12:56:54;99;48
"14562";41,903425;12,488435;2014-02-12 12:56:57;0;51
"14570";41,903285;12,488325;2014-02-12 12:56:59;2;163
"14579";41,906564;12,490231;2014-02-12 12:57:00;22;43
"14581";41,905422;12,495785;2014-02-12 12:57:01;21;305
"14585";41,90241;12,497671;2014-02-12 12:57:02;13;368
"14583";41,903551;12,488878;2014-02-12 12:57:02;0;124
"14588";41,907822;12,491489;2014-02-12 12:57:03;0;138
"14589";41,90422;12,494609;2014-02-12 12:57:03;0;303
"14591";41,90313;12,495999;2014-02-12 12:57:04;0;186
"14596";41,903545;12,488649;2014-02-12 12:57:05;0;24
"14603";41,903242;12,488381;2014-02-12 12:57:08;2;163
"14615";41,906139;12,489715;2014-02-12 12:57:10;9;43
"14619";41,903425;12,488435;2014-02-12 12:57:11;0;51
"14618";41,905821;12,495319;2014-02-12 12:57:11;26;305
"14624";41,902555;12,497246;2014-02-12 12:57:12;15;368
"14620";41,90355;12,488895;2014-02-12 12:57:12;0;124
"14628";41,907822;12,491489;2014-02-12 12:57:13;0;138
"14630";41,904223;12,494627;2014-02-12 12:57:13;0;303
"14632";41,903146;12,495982;2014-02-12 12:57:14;0;186
"14633";41,903545;12,488649;2014-02-12 12:57:14;0;24
"14639";41,903425;12,488435;2014-02-12 12:57:15;0;51
"14644";41,903194;12,488409;2014-02-12 12:57:17;0;163
"14656";41,904334;12,488442;2014-02-12 12:57:19;4;48
"14665";41,903545;12,488649;2014-02-12 12:57:22;0;24
"14668";41,90606;12,489328;2014-02-12 12:57:22;42;43
"14666";41,906193;12,49449;2014-02-12 12:57:22;14;305
"14672";41,902773;12,496755;2014-02-12 12:57:23;6;368
"14671";41,907822;12,491489;2014-02-12 12:57:23;0;138
"14669";41,903555;12,488913;2014-02-12 12:57:23;0;124
"14674";41,903146;12,495989;2014-02-12 12:57:24;0;186
"14676";41,904216;12,494641;2014-02-12 12:57:24;0;303
"14686";41,903188;12,488419;2014-02-12 12:57:27;0;163
"14702";41,904227;12,488537;2014-02-12 12:57:30;19;48
"14705";41,903545;12,488649;2014-02-12 12:57:32;0;24
"14709";41,903425;12,488435;2014-02-12 12:57:32;0;51
"14717";41,903143;12,495986;2014-02-12 12:57:35;1;186
"14714";41,907822;12,491489;2014-02-12 12:57:35;0;138
"14719";41,90421;12,494629;2014-02-12 12:57:35;0;303
"14712";41,903555;12,488913;2014-02-12 12:57:35;5;124
"14720";41,906525;12,494068;2014-02-12 12:57:35;38;305
"14727";41,903196;12,488431;2014-02-12 12:57:37;0;163
"14729";41,903425;12,488435;2014-02-12 12:57:37;0;51
"14740";41,903802;12,488465;2014-02-12 12:57:39;11;48
"14748";41,903545;12,488649;2014-02-12 12:57:41;0;24
"14754";41,903043;12,496511;2014-02-12 12:57:42;0;368
"14755";41,903396;12,496266;2014-02-12 12:57:42;18;368
"14751";41,907822;12,491489;2014-02-12 12:57:42;5;138
"14750";41,903607;12,489015;2014-02-12 12:57:42;5;124
"14753";41,907187;12,493884;2014-02-12 12:57:42;29;305
"14763";41,90311;12,495996;2014-02-12 12:57:44;1;186
"14766";41,904204;12,494624;2014-02-12 12:57:45;1;303
"14770";41,903425;12,488435;2014-02-12 12:57:46;0;51
"14772";41,9032;12,488431;2014-02-12 12:57:47;0;163
"14784";41,903583;12,488233;2014-02-12 12:57:49;0;48
"14789";41,904173;12,488618;2014-02-12 12:57:50;19;43
"14791";41,903545;12,488649;2014-02-12 12:57:51;0;24
"14800";41,90385;12,496318;2014-02-12 12:57:52;24;368
"14795";41,907717;12,491358;2014-02-12 12:57:52;3;138
"14794";41,903725;12,489126;2014-02-12 12:57:52;0;124
"14798";41,907911;12,493713;2014-02-12 12:57:52;21;305
"14803";41,90313;12,495959;2014-02-12 12:57:53;0;186
"14804";41,904202;12,494591;2014-02-12 12:57:53;0;303
"14809";41,903545;12,488649;2014-02-12 12:57:56;8;24
"14814";41,903214;12,488429;2014-02-12 12:57:57;0;163
"14815";41,903425;12,488435;2014-02-12 12:57:57;0;51
"14830";41,903583;12,488233;2014-02-12 12:58:00;0;48
"14829";41,903716;12,488357;2014-02-12 12:58:00;0;43
"14833";41,90361;12,488767;2014-02-12 12:58:01;12;24
"14843";41,904296;12,496888;2014-02-12 12:58:02;9;368
"14838";41,907703;12,49123;2014-02-12 12:58:02;4;138
"14837";41,903725;12,489126;2014-02-12 12:58:02;2;124
"14841";41,908294;12,493185;2014-02-12 12:58:02;42;305
"14845";41,904207;12,494593;2014-02-12 12:58:03;0;303
"14847";41,903122;12,495954;2014-02-12 12:58:04;0;186
"14851";41,903425;12,488435;2014-02-12 12:58:05;0;51
"14857";41,903231;12,488417;2014-02-12 12:58:08;2;163
"14865";41,903583;12,488233;2014-02-12 12:58:09;0;48
"14870";41,903568;12,488419;2014-02-12 12:58:10;18;3
"14871";41,903716;12,488357;2014-02-12 12:58:10;0;43
"14873";41,903783;12,489143;2014-02-12 12:58:12;4;124
"14876";41,90795;12,491843;2014-02-12 12:58:12;39;305
"14880";41,907637;12,491078;2014-02-12 12:58:13;0;138
"14883";41,904205;12,494569;2014-02-12 12:58:13;1;303
"14886";41,903138;12,495962;2014-02-12 12:58:14;0;186
"14893";41,903425;12,488435;2014-02-12 12:58:15;1;51
"14895";41,904086;12,488888;2014-02-12 12:58:16;0;24
"14897";41,907814;12,491352;2014-02-12 12:58:16;6;305
"14909";41,904676;12,496825;2014-02-12 12:58:18;49;368
"14902";41,903292;12,488389;2014-02-12 12:58:18;0;163
"14912";41,90375;12,48893;2014-02-12 12:58:19;6;3
"14914";41,903583;12,488233;2014-02-12 12:58:19;0;48
"14917";41,903518;12,488477;2014-02-12 12:58:20;20;261
"14918";41,903716;12,488357;2014-02-12 12:58:20;0;43
"14920";41,904091;12,488875;2014-02-12 12:58:21;0;24
"14921";41,907794;12,491254;2014-02-12 12:58:21;0;305
"14930";41,905001;12,496331;2014-02-12 12:58:22;12;368
"14926";41,903848;12,489011;2014-02-12 12:58:22;0;124
"14932";41,907637;12,491078;2014-02-12 12:58:23;0;138
"14937";41,903149;12,495965;2014-02-12 12:58:24;1;186
"14939";41,904235;12,494561;2014-02-12 12:58:24;0;303
"14941";41,903441;12,488458;2014-02-12 12:58:24;0;51
"14947";41,903288;12,488363;2014-02-12 12:58:27;1;163
"14961";41,90393;12,488956;2014-02-12 12:58:30;0;3
"14960";41,903829;12,489021;2014-02-12 12:58:30;1;261
"14963";41,903583;12,488233;2014-02-12 12:58:30;0;48
"14962";41,903716;12,488357;2014-02-12 12:58:30;0;43
"14968";41,903869;12,489027;2014-02-12 12:58:32;0;124
"14974";41,90313;12,49604;2014-02-12 12:58:36;2;186
"14981";41,905366;12,496026;2014-02-12 12:58:36;10;368
"14972";41,907637;12,491078;2014-02-12 12:58:36;0;138
"14979";41,904247;12,494552;2014-02-12 12:58:36;1;303
"14987";41,904086;12,48884;2014-02-12 12:58:37;0;24
"14985";41,903282;12,488329;2014-02-12 12:58:37;0;163
"14989";41,907794;12,491254;2014-02-12 12:58:37;0;305
"15000";41,90393;12,488956;2014-02-12 12:58:39;0;3
"15002";41,903583;12,488233;2014-02-12 12:58:39;0;48
"15003";41,903441;12,488458;2014-02-12 12:58:39;0;51
"15007";41,903716;12,488357;2014-02-12 12:58:40;0;43
"15014";41,905491;12,49591;2014-02-12 12:58:42;0;368
"15012";41,904086;12,48884;2014-02-12 12:58:42;7;24
"15013";41,903877;12,489;2014-02-12 12:58:42;0;261
"15010";41,90387;12,48906;2014-02-12 12:58:42;0;124
"15020";41,90312;12,495986;2014-02-12 12:58:43;1;186
"15018";41,907637;12,491078;2014-02-12 12:58:43;0;138
"15022";41,907794;12,491254;2014-02-12 12:58:43;0;305
"15030";41,90423;12,494572;2014-02-12 12:58:45;2;303
"15032";41,903441;12,488458;2014-02-12 12:58:45;0;51
"15037";41,903263;12,488325;2014-02-12 12:58:47;0;163
"15047";41,90393;12,488956;2014-02-12 12:58:49;14;3
"15049";41,903583;12,488233;2014-02-12 12:58:49;5;48
"15052";41,903877;12,489;2014-02-12 12:58:50;16;261
"15055";41,903716;12,488357;2014-02-12 12:58:51;6;43
"15064";41,905491;12,49591;2014-02-12 12:58:52;0;368
"15061";41,904226;12,488699;2014-02-12 12:58:52;56;24
"15057";41,907637;12,491078;2014-02-12 12:58:52;0;138
"15056";41,903866;12,489031;2014-02-12 12:58:52;0;124
"15068";41,903131;12,496021;2014-02-12 12:58:53;0;186
"15071";41,904188;12,494593;2014-02-12 12:58:53;0;303
"15080";41,903441;12,488458;2014-02-12 12:58:56;0;51
"15082";41,903266;12,488313;2014-02-12 12:58:57;2;163
"15088";41,907794;12,491254;2014-02-12 12:58:58;0;305
"15096";41,904208;12,488564;2014-02-12 12:59:00;36;3
"15098";41,90342;12,48825;2014-02-12 12:59:00;10;48
"15097";41,903595;12,488256;2014-02-12 12:59:00;9;43
"15102";41,907794;12,491254;2014-02-12 12:59:01;0;305
"15108";41,905491;12,49591;2014-02-12 12:59:02;0;368
"15104";41,907637;12,491078;2014-02-12 12:59:02;0;138
"15107";41,904298;12,488688;2014-02-12 12:59:02;27;261
"15112";41,903125;12,496016;2014-02-12 12:59:03;0;186
"15113";41,90419;12,494592;2014-02-12 12:59:03;0;303
"15110";41,903862;12,488995;2014-02-12 12:59:03;3;124
"15120";41,903441;12,488458;2014-02-12 12:59:04;0;51
"15130";41,903429;12,48828;2014-02-12 12:59:07;0;43
"15129";41,903331;12,488354;2014-02-12 12:59:07;0;163
"15142";41,906007;12,489126;2014-02-12 12:59:11;30;24
"15143";41,904837;12,488278;2014-02-12 12:59:11;31;261
"15151";41,903209;12,488505;2014-02-12 12:59:11;29;48
"15150";41,903429;12,48828;2014-02-12 12:59:11;0;43
"15140";41,903882;12,488908;2014-02-12 12:59:11;1;124
"15147";41,907794;12,491254;2014-02-12 12:59:11;0;305
"15160";41,905491;12,49591;2014-02-12 12:59:12;0;368
"15156";41,907637;12,491078;2014-02-12 12:59:12;0;138
"15162";41,903116;12,496012;2014-02-12 12:59:13;2;186
"15164";41,904183;12,494606;2014-02-12 12:59:13;0;303
"15173";41,903334;12,488355;2014-02-12 12:59:17;0;163
"15182";41,903441;12,488458;2014-02-12 12:59:18;0;51
"15186";41,902873;12,489162;2014-02-12 12:59:19;46;48
"15192";41,905923;12,488869;2014-02-12 12:59:20;43;3
"15193";41,903429;12,48828;2014-02-12 12:59:20;0;43
"15196";41,906321;12,490047;2014-02-12 12:59:21;0;24
"15195";41,903857;12,488884;2014-02-12 12:59:21;0;124
"15197";41,907794;12,491254;2014-02-12 12:59:21;0;305
"15204";41,904177;12,494582;2014-02-12 12:59:22;0;303
"15206";41,90311;12,496083;2014-02-12 12:59:23;1;186
"15209";41,905491;12,49591;2014-02-12 12:59:23;0;368
"15210";41,907637;12,491078;2014-02-12 12:59:24;0;138
"15220";41,903334;12,488355;2014-02-12 12:59:27;0;163
"15228";41,906271;12,490083;2014-02-12 12:59:29;0;3
"15230";41,902131;12,490379;2014-02-12 12:59:29;33;48
"15234";41,906073;12,489495;2014-02-12 12:59:30;15;261
"15238";41,906321;12,490047;2014-02-12 12:59:31;0;24
"15241";41,907794;12,491254;2014-02-12 12:59:32;0;305
"15246";41,905501;12,495893;2014-02-12 12:59:33;16;368
"15245";41,907637;12,491078;2014-02-12 12:59:33;0;138
"15249";41,903117;12,496047;2014-02-12 12:59:34;0;186
"15252";41,904159;12,494566;2014-02-12 12:59:34;0;303
"15253";41,903429;12,48828;2014-02-12 12:59:34;0;43
"15247";41,903864;12,488911;2014-02-12 12:59:34;0;124
"15260";41,903471;12,488233;2014-02-12 12:59:36;11;294
"15262";41,903334;12,488355;2014-02-12 12:59:37;0;163
"15270";41,903441;12,488458;2014-02-12 12:59:38;0;51
"15273";41,906271;12,490083;2014-02-12 12:59:39;6;3
"15277";41,903441;12,488458;2014-02-12 12:59:39;0;51
"15282";41,906222;12,489959;2014-02-12 12:59:40;8;261
"15284";41,903429;12,48828;2014-02-12 12:59:40;0;43
"15285";41,906321;12,490047;2014-02-12 12:59:41;11;24
"15287";41,907794;12,491254;2014-02-12 12:59:41;0;305
"15292";41,905781;12,495551;2014-02-12 12:59:42;17;368
"15296";41,907637;12,491078;2014-02-12 12:59:44;0;138
"15298";41,904169;12,494567;2014-02-12 12:59:44;0;303
"15295";41,903848;12,488923;2014-02-12 12:59:44;1;124
"15301";41,903138;12,496049;2014-02-12 12:59:45;1;186
"15305";41,903441;12,488458;2014-02-12 12:59:46;0;51
"15311";41,903586;12,488616;2014-02-12 12:59:47;18;294
"15309";41,903334;12,488355;2014-02-12 12:59:47;0;163
"15321";41,906427;12,490045;2014-02-12 12:59:49;25;3
"15325";41,906329;12,490188;2014-02-12 12:59:50;25;261
"15327";41,903429;12,48828;2014-02-12 12:59:50;0;43
"15333";41,905895;12,494991;2014-02-12 12:59:52;30;368
"15330";41,907637;12,491078;2014-02-12 12:59:52;0;138
"15332";41,907794;12,491254;2014-02-12 12:59:52;0;305
"15337";41,906635;12,490233;2014-02-12 12:59:53;54;24
"15338";41,904174;12,494553;2014-02-12 12:59:53;0;303
"15349";41,903106;12,496003;2014-02-12 12:59:55;2;186
"15347";41,903876;12,488932;2014-02-12 12:59:55;0;124
"15353";41,903441;12,488458;2014-02-12 12:59:55;0;51
"15355";41,903919;12,488973;2014-02-12 12:59:56;7;294
"15357";41,903334;12,488355;2014-02-12 12:59:57;0;163
"15372";41,906971;12,490278;2014-02-12 13:00:00;39;261
"15373";41,903429;12,48828;2014-02-12 13:00:00;0;43
"15374";41,907658;12,489737;2014-02-12 13:00:01;32;24
"15383";41,906255;12,494085;2014-02-12 13:00:02;46;368
"15379";41,907637;12,491078;2014-02-12 13:00:02;0;138
"15381";41,907253;12,490041;2014-02-12 13:00:02;50;3
"15382";41,907794;12,491254;2014-02-12 13:00:02;0;305
"15391";41,904172;12,494523;2014-02-12 13:00:03;0;303
"15395";41,903051;12,495953;2014-02-12 13:00:04;11;186
"15393";41,903859;12,488914;2014-02-12 13:00:04;4;124
