"";"longitude";"latitude";"unixtime";"file_name";"velocidades"
"10220";-79,88241353072;-2,18994561239318;2017-10-28 17:21:03;"285";0
"9153";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:04;"271";0
"9880";-79,88255824;-2,18845223;2017-10-28 17:21:05;"279";29,8
"5843";-79,8896269183949;-2,18555365568633;2017-10-28 17:21:05;"240";24,39
"5984";-79,88361889;-2,1898262;2017-10-28 17:21:06;"245";0,26
"5797";-79,88988438;-2,18555497;2017-10-28 17:21:07;"239";36,65
"5741";-79,889641458157;-2,18560400077651;2017-10-28 17:21:08;"238";14,82
"7393";-79,8824605780729;-2,19071202630495;2017-10-28 17:21:08;"259";23,33
"10221";-79,88241353072;-2,18994561239318;2017-10-28 17:21:08;"285";0
"9154";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:09;"271";0
"9881";-79,88281099;-2,1883764;2017-10-28 17:21:10;"279";23,66
"5844";-79,8898159426291;-2,18554173713907;2017-10-28 17:21:10;"240";14,47
"5798";-79,88993672;-2,18563821;2017-10-28 17:21:12;"239";9,76
"5742";-79,8899512768347;-2,18555120329878;2017-10-28 17:21:13;"238";26,11
"7394";-79,8825357993067;-2,19046212783537;2017-10-28 17:21:13;"259";23,33
"10222";-79,88241353072;-2,18994561239318;2017-10-28 17:21:13;"285";0
"9155";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:14;"271";0
"9882";-79,88306305;-2,18826964;2017-10-28 17:21:15;"279";25,84
"7141";-79,882965942363;-2,1902413776407;2017-10-28 17:21:17;"255";32,99
"10223";-79,88241353072;-2,18994561239318;2017-10-28 17:21:18;"285";0
"7395";-79,882682847951;-2,190466423486;2017-10-28 17:21:19;"259";10,45
"9156";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:19;"271";0
"9883";-79,88329682;-2,18821509;2017-10-28 17:21:21;"279";17,3
"7231";-79,8826266666667;-2,19009166666667;2017-10-28 17:21:22;"256";24,6
"7142";-79,8827144719824;-2,18993964364761;2017-10-28 17:21:23;"255";32,99
"10224";-79,8823757404554;-2,18992090930161;2017-10-28 17:21:23;"285";4,5
"7396";-79,8825235773016;-2,190098918091;2017-10-28 17:21:24;"259";37,93
"9157";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:24;"271";0
"7232";-79,8824616666667;-2,189915;2017-10-28 17:21:27;"256";24,6
"7143";-79,8823581729224;-2,18965529937835;2017-10-28 17:21:28;"255";39,98
"5985";-79,88361555;-2,18983011;2017-10-28 17:21:29;"245";0,11
"7397";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:29;"259";21,66
"9158";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:29;"271";0
"9884";-79,88328603;-2,1882501;2017-10-28 17:21:29;"279";2,06
"10225";-79,8824171516714;-2,18991804526039;2017-10-28 17:21:30;"285";2,28
"7233";-79,8825083333333;-2,18989833333333;2017-10-28 17:21:32;"256";4,56
"7398";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:34;"259";0
"9159";-79,8855228501118;-2,18860415106445;2017-10-28 17:21:34;"271";0
"9885";-79,88328672;-2,18827254;2017-10-28 17:21:34;"279";1,67
"5986";-79,883615;-2,18983059;2017-10-28 17:21:36;"245";0,05
"10674";-79,8824704028593;-2,18958857870301;2017-10-28 17:21:36;"287";22,4
"7234";-79,882585;-2,18987833333333;2017-10-28 17:21:38;"256";5,8
"7399";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:39;"259";0
"9160";-79,8856906349337;-2,1885771002112;2017-10-28 17:21:39;"271";14,03
"9886";-79,883316;-2,1882857;2017-10-28 17:21:39;"279";3,06
"5987";-79,88357428;-2,18988511;2017-10-28 17:21:43;"245";4,9
"7235";-79,88261;-2,18981666666667;2017-10-28 17:21:43;"256";6,24
"7400";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:44;"259";0
"9161";-79,8858833008697;-2,18854402270016;2017-10-28 17:21:44;"271";16,25
"9887";-79,88331661;-2,18828675;2017-10-28 17:21:44;"279";0,12
"10675";-79,8826926680758;-2,18996856878306;2017-10-28 17:21:46;"287";22,4
"7236";-79,882655;-2,18979333333333;2017-10-28 17:21:48;"256";4,92
"7401";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:49;"259";0
"9162";-79,8860156468634;-2,18852338926143;2017-10-28 17:21:49;"271";11,01
"9888";-79,8833175;-2,18828581;2017-10-28 17:21:49;"279";0,13
"10676";-79,8826475383501;-2,18982461610637;2017-10-28 17:21:51;"287";13,61
"7237";-79,88268;-2,18977833333333;2017-10-28 17:21:53;"256";2,88
"7402";-79,8824639979605;-2,18985764314417;2017-10-28 17:21:54;"259";0
"9163";-79,8861275733991;-2,18851433928178;2017-10-28 17:21:54;"271";8,71
"9889";-79,88331756;-2,18828579;2017-10-28 17:21:54;"279";0,01
"10677";-79,8825849718545;-2,18985079179892;2017-10-28 17:21:56;"287";6,39
"7238";-79,8826866666667;-2,18976666666667;2017-10-28 17:21:58;"256";1,32
"7403";-79,8824453104824;-2,1898594830815;2017-10-28 17:21:59;"259";1,48
"9164";-79,8861377955115;-2,18850938482799;2017-10-28 17:21:59;"271";1,09
"10678";-79,8824632382872;-2,18986824778947;2017-10-28 17:22:01;"287";10,02
"7239";-79,8826933333333;-2,189745;2017-10-28 17:22:03;"256";2,04
"9165";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:04;"271";0
"7144";-79,882646854139;-2,18959157534556;2017-10-28 17:22:05;"255";3,43
"9890";-79,88331835;-2,18828561;2017-10-28 17:22:06;"279";0,03
"10679";-79,882403730696;-2,18990686423816;2017-10-28 17:22:06;"287";7,06
"7404";-79,8824378574309;-2,18979574284163;2017-10-28 17:22:07;"259";3,2
"7240";-79,8826566666667;-2,18960333333333;2017-10-28 17:22:08;"256";12,84
"9166";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:09;"271";0
"7145";-79,8826103705333;-2,18945299830593;2017-10-28 17:22:10;"255";12,6
"10680";-79,8823663488604;-2,19002496672593;2017-10-28 17:22:11;"287";11,19
"7405";-79,8823832001509;-2,18964518677075;2017-10-28 17:22:12;"259";14,78
"9167";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:14;"271";0
"9891";-79,88331845;-2,18828564;2017-10-28 17:22:14;"279";0,01
"7146";-79,8825372219269;-2,18927044593239;2017-10-28 17:22:15;"255";18,41
"10681";-79,8824362694945;-2,18996891453866;2017-10-28 17:22:16;"287";9,07
"7241";-79,88174;-2,18958;2017-10-28 17:22:17;"256";37,6
"7406";-79,8822945444295;-2,18929363757525;2017-10-28 17:22:19;"259";22,64
"9168";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:19;"271";0
"7147";-79,8824843511675;-2,18903114147955;2017-10-28 17:22:20;"255";21,04
"10682";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:21;"287";21,72
"5988";-79,8835697;-2,18988589;2017-10-28 17:22:22;"245";0,05
"9892";-79,88338935;-2,18823094;2017-10-28 17:22:22;"279";5,65
"7242";-79,881865;-2,18928;2017-10-28 17:22:23;"256";25,5
"7407";-79,8822047555237;-2,18907149208962;2017-10-28 17:22:24;"259";22,46
"9169";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:24;"271";0
"7148";-79,8824561862676;-2,18892854510209;2017-10-28 17:22:25;"255";9,41
"10683";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:26;"287";0
"9893";-79,88375536;-2,18816295;2017-10-28 17:22:27;"279";31,25
"7243";-79,8819966666667;-2,18917833333333;2017-10-28 17:22:28;"256";16,8
"7408";-79,8822254086751;-2,18902026969474;2017-10-28 17:22:29;"259";5,18
"9170";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:29;"271";0
"7149";-79,8824349908035;-2,18890204277288;2017-10-28 17:22:30;"255";3,43
"10684";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:31;"287";0
"9894";-79,88409437;-2,18813902;2017-10-28 17:22:32;"279";26,13
"7244";-79,881985;-2,18904833333333;2017-10-28 17:22:33;"256";10,2
"7409";-79,8822065780573;-2,18887133240234;2017-10-28 17:22:34;"259";12,08
"9171";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:34;"271";0
"7150";-79,8824072086931;-2,18866143146328;2017-10-28 17:22:35;"255";19,32
"10685";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:36;"287";0
"9895";-79,88438615;-2,18809733;2017-10-28 17:22:37;"279";24,01
"7245";-79,88192;-2,18873333333333;2017-10-28 17:22:38;"256";27,36
"7410";-79,8820647404771;-2,18860163331648;2017-10-28 17:22:39;"259";29,63
"9172";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:39;"271";0
"7151";-79,8823059445071;-2,18834343387347;2017-10-28 17:22:40;"255";30,19
"10686";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:41;"287";0
"9896";-79,88484454;-2,18800162;2017-10-28 17:22:42;"279";39,9
"7246";-79,8819266666667;-2,18833166666667;2017-10-28 17:22:43;"256";29,4
"5989";-79,88356528;-2,18989156;2017-10-28 17:22:44;"245";0,17
"7411";-79,8819490241373;-2,18821581616672;2017-10-28 17:22:44;"259";36,11
"9173";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:44;"271";0
"7152";-79,8820670473554;-2,18804437304561;2017-10-28 17:22:45;"255";38,73
"10687";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:46;"287";0
"9897";-79,88506819;-2,18795537;2017-10-28 17:22:47;"279";19,43
"7247";-79,8818683333333;-2,18806833333333;2017-10-28 17:22:48;"256";23,16
"7412";-79,8818583312097;-2,18805924043262;2017-10-28 17:22:49;"259";17,8
"9174";-79,8861377955115;-2,18850938482799;2017-10-28 17:22:49;"271";0
"7153";-79,8820066249717;-2,18792743362491;2017-10-28 17:22:50;"255";12,77
"10688";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:51;"287";0
"7248";-79,881865;-2,18806833333333;2017-10-28 17:22:53;"256";0,24
"7413";-79,8818583312097;-2,18805924043262;2017-10-28 17:22:54;"259";0
"9175";-79,8863073635676;-2,18845732223367;2017-10-28 17:22:54;"271";15,96
"9898";-79,88508503;-2,18791402;2017-10-28 17:22:55;"279";2,62
"7154";-79,8820066249717;-2,18792743362491;2017-10-28 17:22:55;"255";0
"10689";-79,8826500775126;-2,18988106789115;2017-10-28 17:22:56;"287";0
"7249";-79,881865;-2,18806833333333;2017-10-28 17:22:58;"256";0
"7414";-79,8818583312097;-2,18805924043262;2017-10-28 17:22:59;"259";0
"9176";-79,8865395380397;-2,18843666495324;2017-10-28 17:22:59;"271";18,2
"7155";-79,8819666827111;-2,18801889779676;2017-10-28 17:23:00;"255";9,46
"10690";-79,8826500775126;-2,18988106789115;2017-10-28 17:23:01;"287";0
"7250";-79,881865;-2,18806833333333;2017-10-28 17:23:03;"256";0
"9899";-79,88509279;-2,18785528;2017-10-28 17:23:03;"279";2,99
"5990";-79,88356341;-2,18989387;2017-10-28 17:23:04;"245";0,08
"7415";-79,8818583312097;-2,18805924043262;2017-10-28 17:23:04;"259";0
"9177";-79,8868648379199;-2,18836744497187;2017-10-28 17:23:04;"271";28,41
"7156";-79,8819666827111;-2,18801889779676;2017-10-28 17:23:05;"255";0
"10691";-79,8826500775126;-2,18988106789115;2017-10-28 17:23:06;"287";0
"7251";-79,881865;-2,18806833333333;2017-10-28 17:23:08;"256";0
"9900";-79,88512749;-2,18785269;2017-10-28 17:23:08;"279";2,68
"7416";-79,8818583312097;-2,18805924043262;2017-10-28 17:23:09;"259";0
"9178";-79,88725569589;-2,18823367352047;2017-10-28 17:23:09;"271";37,77
"7157";-79,8819666827111;-2,18801889779676;2017-10-28 17:23:10;"255";0
"10692";-79,8826500775126;-2,18988106789115;2017-10-28 17:23:11;"287";0
"5991";-79,88356239;-2,18989522;2017-10-28 17:23:13;"245";0,09
"7252";-79,881865;-2,18806833333333;2017-10-28 17:23:13;"256";0
"9901";-79,88514391;-2,18785535;2017-10-28 17:23:13;"279";1,37
"7417";-79,8818583312097;-2,18805924043262;2017-10-28 17:23:14;"259";0
"9179";-79,8874104841355;-2,18820802311401;2017-10-28 17:23:14;"271";12,99
"7158";-79,8819447094008;-2,18807065187619;2017-10-28 17:23:15;"255";5,31
"10693";-79,8826500775126;-2,18988106789115;2017-10-28 17:23:16;"287";0
"5992";-79,88222827;-2,18902087;2017-10-28 17:23:18;"245";159,01
"7253";-79,881865;-2,18806833333333;2017-10-28 17:23:18;"256";0
"9902";-79,88514979;-2,18785774;2017-10-28 17:23:18;"279";0,6
"7418";-79,8818466382208;-2,18805570306879;2017-10-28 17:23:19;"259";1,1
"9180";-79,8876466536538;-2,18817760920015;2017-10-28 17:23:19;"271";19,19
"7159";-79,8819386862431;-2,18806884837098;2017-10-28 17:23:20;"255";0,56
"10694";-79,8825811606691;-2,18995606684125;2017-10-28 17:23:21;"287";10,36
"7254";-79,881865;-2,18806833333333;2017-10-28 17:23:23;"256";0
"9903";-79,88517418;-2,18785183;2017-10-28 17:23:23;"279";2,18
"7419";-79,8818469091609;-2,18805470023857;2017-10-28 17:23:24;"259";0,09
"9181";-79,8876832015049;-2,1881674207748;2017-10-28 17:23:24;"271";3,37
"7160";-79,8819358998653;-2,1880842542099;2017-10-28 17:23:25;"255";1,31
"5993";-79,88205185;-2,18912116;2017-10-28 17:23:26;"245";12,45
"10695";-79,882456902327;-2,19001874025043;2017-10-28 17:23:26;"287";13,46
"7255";-79,881865;-2,18806833333333;2017-10-28 17:23:28;"256";0
"9904";-79,8855176;-2,18788708;2017-10-28 17:23:28;"279";27,26
"7420";-79,8818476218819;-2,18805354700719;2017-10-28 17:23:29;"259";0,13
"9182";-79,8876832015049;-2,1881674207748;2017-10-28 17:23:29;"271";0
"7161";-79,8819357632721;-2,188084008436;2017-10-28 17:23:30;"255";0,03
"5994";-79,88208605;-2,18914769;2017-10-28 17:23:31;"245";4,37
"10696";-79,8824423619471;-2,19000963148911;2017-10-28 17:23:31;"287";1,7
"7256";-79,881865;-2,18806833333333;2017-10-28 17:23:33;"256";0
"9905";-79,88555126;-2,18803629;2017-10-28 17:23:33;"279";13,17
"7421";-79,8818433237754;-2,1880277885417;2017-10-28 17:23:34;"259";2,16
"9183";-79,8877632654971;-2,18812189954312;2017-10-28 17:23:34;"271";9,04
"7162";-79,8818963235063;-2,18800825593833;2017-10-28 17:23:35;"255";8,29
"10697";-79,8823370997015;-2,1899925206647;2017-10-28 17:23:36;"287";8,81
"5995";-79,88195434;-2,19029426;2017-10-28 17:23:38;"245";65,74
"7257";-79,8817683333333;-2,18793833333333;2017-10-28 17:23:38;"256";16,32
"9906";-79,88569631;-2,18793359;2017-10-28 17:23:38;"279";17,84
"7422";-79,8817494686961;-2,18779052321191;2017-10-28 17:23:39;"259";23,84
"9184";-79,887976932372;-2,18806582051127;2017-10-28 17:23:39;"271";19,42
"7163";-79,8817604464847;-2,18770019893286;2017-10-28 17:23:40;"255";31,96
"10698";-79,8823776799842;-2,18998376997141;2017-10-28 17:23:41;"287";3,55
"7258";-79,8816016666667;-2,18752666666667;2017-10-28 17:23:43;"256";41,64
"9907";-79,88575843;-2,18793823;2017-10-28 17:23:43;"279";4,81
"7423";-79,8815500983165;-2,18734837663456;2017-10-28 17:23:44;"259";46,19
"9185";-79,8882576351789;-2,18802298523151;2017-10-28 17:23:44;"271";23,29
"7164";-79,8815097358642;-2,18718053193026;2017-10-28 17:23:45;"255";55,47
"5996";-79,88176135;-2,19064082;2017-10-28 17:23:46;"245";24,28
"10699";-79,8824403513804;-2,18990653467893;2017-10-28 17:23:46;"287";10,07
"7259";-79,881405;-2,18698833333333;2017-10-28 17:23:48;"256";52,92
"9908";-79,88576341;-2,18798205;2017-10-28 17:23:48;"279";3,51
"7424";-79,8813546130939;-2,18681400766479;2017-10-28 17:23:49;"259";52,55
"9186";-79,8884109126243;-2,18802003590358;2017-10-28 17:23:49;"271";11,25
"7165";-79,8812726507822;-2,18656841923712;2017-10-28 17:23:50;"255";61,14
"10700";-79,8824846020937;-2,18982805675884;2017-10-28 17:23:51;"287";8,84
"7260";-79,8811933333333;-2,18637333333333;2017-10-28 17:23:53;"256";59,52
"9909";-79,88576876;-2,18799283;2017-10-28 17:23:53;"279";1,16
"7425";-79,8811118450138;-2,18628516723167;2017-10-28 17:23:54;"259";55,56
"9187";-79,8884109126243;-2,18802003590358;2017-10-28 17:23:54;"271";0
"10070";-79,88223;-2,189675;2017-10-28 17:23:54;"284";11,47
"7166";-79,8810601139856;-2,18609293491627;2017-10-28 17:23:55;"255";49,54
"5997";-79,88118528;-2,19099846;2017-10-28 17:23:56;"245";33,61
"7328";-79,8817751277817;-2,18815869415217;2017-10-28 17:23:56;"258";25,78
"10701";-79,8824389394111;-2,18985088124549;2017-10-28 17:23:56;"287";4,93
"7261";-79,8810166666667;-2,18592166666667;2017-10-28 17:23:58;"256";45,24
"9910";-79,88576844;-2,18796666;2017-10-28 17:23:58;"279";1,91
"7426";-79,8809471555222;-2,18584914472677;2017-10-28 17:23:59;"259";43,25
"9188";-79,8884109126243;-2,18802003590358;2017-10-28 17:23:59;"271";0
"7167";-79,8808726983814;-2,18568576946769;2017-10-28 17:24:00;"255";42,81
"7329";-79,8815968114758;-2,18797901083855;2017-10-28 17:24:01;"258";25,78
"10702";-79,8822693973706;-2,18976333255178;2017-10-28 17:24:01;"287";18,51
"10071";-79,8822933333333;-2,18948333333333;2017-10-28 17:24:02;"284";11,47
"5998";-79,88117676;-2,19097692;2017-10-28 17:24:03;"245";1,55
"7262";-79,8808366666667;-2,18554333333333;2017-10-28 17:24:03;"256";40,2
"9911";-79,88580292;-2,18791565;2017-10-28 17:24:03;"279";6,16
"7427";-79,8807910645946;-2,18545804621538;2017-10-28 17:24:04;"259";39,4
"9189";-79,8884109126243;-2,18802003590358;2017-10-28 17:24:04;"271";0
"7168";-79,8807324052138;-2,18534835718582;2017-10-28 17:24:05;"255";34,39
"7081";-79,8827046347325;-2,18529636427976;2017-10-28 17:24:06;"254";41,75
"7330";-79,8813165993767;-2,1875898537268;2017-10-28 17:24:06;"258";48,19
"10703";-79,8820320923799;-2,18979886679703;2017-10-28 17:24:06;"287";19,64
"10072";-79,88249;-2,18938;2017-10-28 17:24:07;"284";21,6
"7263";-79,8807083333333;-2,18525;2017-10-28 17:24:08;"256";30,36
"5999";-79,88110807;-2,1910152;2017-10-28 17:24:09;"245";6,42
"7428";-79,880687720168;-2,18516700423454;2017-10-28 17:24:09;"259";28,4
"9190";-79,8886250086186;-2,1879302589814;2017-10-28 17:24:09;"271";21,88
"9912";-79,88594065;-2,18787958;2017-10-28 17:24:09;"279";10,43
"8169";-79,88292821;-2,1858398;2017-10-28 17:24:10;"265";54,11
"7169";-79,880621633624;-2,18506957043781;2017-10-28 17:24:10;"255";28,05
"7082";-79,8827880046725;-2,18572187463622;2017-10-28 17:24:11;"254";36,64
"7331";-79,8809753344014;-2,18706667060847;2017-10-28 17:24:11;"258";62,24
"10704";-79,882025019577;-2,18977062600343;2017-10-28 17:24:11;"287";2,54
"10073";-79,8826116666667;-2,18935333333333;2017-10-28 17:24:12;"284";10,68
"9191";-79,8888913204013;-2,18785274597749;2017-10-28 17:24:14;"271";24,76
"6000";-79,88110715;-2,19102851;2017-10-28 17:24:15;"245";0,85
"8170";-79,88299309;-2,18601143;2017-10-28 17:24:15;"265";17,03
"7083";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:16;"254";8,28
"7332";-79,8806889936315;-2,18654549133633;2017-10-28 17:24:16;"258";58,14
"10705";-79,8820673453031;-2,18975865786615;2017-10-28 17:24:16;"287";3,91
"10074";-79,8827133333333;-2,18932;2017-10-28 17:24:17;"284";9,72
"9913";-79,88649329;-2,18789185;2017-10-28 17:24:18;"279";22,6
"9192";-79,889211618369;-2,18779218970578;2017-10-28 17:24:19;"271";27,42
"7084";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:21;"254";0
"10706";-79,8820702392219;-2,18963776133794;2017-10-28 17:24:21;"287";8,91
"10075";-79,8828433333333;-2,189295;2017-10-28 17:24:22;"284";11,16
"7333";-79,8803619928541;-2,185924642109;2017-10-28 17:24:23;"258";48,75
"9914";-79,8867338;-2,18780156;2017-10-28 17:24:23;"279";23,82
"6001";-79,8813505;-2,19097144;2017-10-28 17:24:24;"245";12,02
"9193";-79,8894903836595;-2,18769743427487;2017-10-28 17:24:24;"271";26,89
"8007";-79,8828991358304;-2,18564753805844;2017-10-28 17:24:25;"262";46,97
"7085";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:26;"254";0
"10707";-79,8821677879539;-2,18955504800797;2017-10-28 17:24:26;"287";12,98
"10076";-79,8830166666667;-2,189235;2017-10-28 17:24:27;"284";16,8
"7334";-79,88025439558;-2,18572091987999;2017-10-28 17:24:28;"258";22,42
"9915";-79,88702349;-2,18781417;2017-10-28 17:24:28;"279";21,77
"9194";-79,8897902408933;-2,18760906330965;2017-10-28 17:24:29;"271";27,95
"8008";-79,8828991358304;-2,18564753805844;2017-10-28 17:24:30;"262";0
"7086";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:31;"254";0
"10708";-79,8822310406074;-2,18946729585152;2017-10-28 17:24:31;"287";10,87
"10077";-79,88318;-2,18919833333333;2017-10-28 17:24:32;"284";14,4
"7335";-79,8801274783932;-2,18566502243494;2017-10-28 17:24:33;"258";13,16
"9916";-79,88739447;-2,1876342;2017-10-28 17:24:33;"279";39,67
"9195";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:34;"271";8,43
"6002";-79,8813248;-2,19105492;2017-10-28 17:24:35;"245";3,57
"8009";-79,8828659439497;-2,18578577022857;2017-10-28 17:24:35;"262";12,34
"7087";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:36;"254";0
"10709";-79,8823162976722;-2,18938269153511;2017-10-28 17:24:36;"287";12,23
"10078";-79,8832783333333;-2,18915333333333;2017-10-28 17:24:37;"284";10,32
"7336";-79,8799878292348;-2,18549724638252;2017-10-28 17:24:38;"258";22,13
"9917";-79,8874935;-2,18762894;2017-10-28 17:24:38;"279";7,51
"9196";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:39;"271";0
"8010";-79,8828659439497;-2,18578577022857;2017-10-28 17:24:40;"262";0
"7088";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:41;"254";0
"10710";-79,8824475450498;-2,18925587098841;2017-10-28 17:24:41;"287";18,58
"10079";-79,8833433333333;-2,189085;2017-10-28 17:24:42;"284";9,6
"7337";-79,8799743535289;-2,18518889396402;2017-10-28 17:24:43;"258";23,17
"9918";-79,88754665;-2,18760524;2017-10-28 17:24:43;"279";5,53
"6003";-79,88134598;-2,19114002;2017-10-28 17:24:44;"245";4,25
"9197";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:44;"271";0
"8011";-79,8828659439497;-2,18578577022857;2017-10-28 17:24:45;"262";0
"7089";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:46;"254";0
"10711";-79,8825162389609;-2,18918303256942;2017-10-28 17:24:46;"287";10,19
"10080";-79,8833966666667;-2,18906666666667;2017-10-28 17:24:47;"284";5,16
"7338";-79,8802806513106;-2,18501451353423;2017-10-28 17:24:48;"258";34,61
"6004";-79,88127528;-2,19119889;2017-10-28 17:24:49;"245";9,33
"9198";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:49;"271";0
"8012";-79,8828659439497;-2,18578577022857;2017-10-28 17:24:50;"262";0
"7090";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:51;"254";0
"9919";-79,88760376;-2,1876917;2017-10-28 17:24:51;"279";6,46
"10712";-79,8825228116728;-2,18911795621172;2017-10-28 17:24:51;"287";5,16
"10081";-79,8834416666667;-2,18901333333333;2017-10-28 17:24:52;"284";7,08
"6005";-79,88118471;-2,19135628;2017-10-28 17:24:54;"245";17,85
"9199";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:54;"271";0
"8013";-79,8828659439497;-2,18578577022857;2017-10-28 17:24:55;"262";0
"7091";-79,8828186373826;-2,18580619937339;2017-10-28 17:24:56;"254";0
"9920";-79,88768921;-2,18766886;2017-10-28 17:24:56;"279";7,8
"10083";-79,883475;-2,188965;2017-10-28 17:24:57;"284";5,88
"9200";-79,8898882767337;-2,18758998548545;2017-10-28 17:24:59;"271";0
"8014";-79,8828659439497;-2,18578577022857;2017-10-28 17:25:00;"262";0
"7092";-79,8828313013757;-2,1859373774995;2017-10-28 17:25:01;"254";10,36
"10084";-79,883505;-2,188925;2017-10-28 17:25:02;"284";5,04
"8171";-79,88274665;-2,18608021;2017-10-28 17:25:03;"265";2,36
"9201";-79,8898882767337;-2,18758998548545;2017-10-28 17:25:04;"271";0
"6006";-79,88132497;-2,19136634;2017-10-28 17:25:05;"245";4,92
"8015";-79,8827785981511;-2,18594586375136;2017-10-28 17:25:05;"262";17,82
"7093";-79,8828917632046;-2,18614974920684;2017-10-28 17:25:06;"254";19,64
"9921";-79,88802947;-2,1877104;2017-10-28 17:25:07;"279";12,5
"10085";-79,8834816666667;-2,18893166666667;2017-10-28 17:25:07;"284";2,16
"8172";-79,88278116;-2,18632603;2017-10-28 17:25:08;"265";20,18
"8016";-79,882787775885;-2,18633891625417;2017-10-28 17:25:10;"262";28,96
"7094";-79,8829857451143;-2,18649041193811;2017-10-28 17:25:11;"254";31,29
"12173";-79,88315054;-2,19181929;2017-10-28 17:25:11;"297";22,65
"10086";-79,8834833333333;-2,189;2017-10-28 17:25:12;"284";5,04
"12009";-79,88307324;-2,19175447;2017-10-28 17:25:12;"296";24,47
"6007";-79,8812233;-2,19127417;2017-10-28 17:25:13;"245";8,72
"8173";-79,88286787;-2,18664667;2017-10-28 17:25:13;"265";29,33
"8017";-79,8829388563859;-2,1869403502637;2017-10-28 17:25:15;"262";54,18
"7095";-79,8831366560098;-2,1869756875348;2017-10-28 17:25:16;"254";45,81
"9922";-79,88836598;-2,18765395;2017-10-28 17:25:16;"279";15,72
"11830";-79,88365643;-2,1915469;2017-10-28 17:25:16;"294";48,68
"12174";-79,88295009;-2,19159475;2017-10-28 17:25:16;"297";30,6
"10087";-79,88359;-2,18901;2017-10-28 17:25:17;"284";8,4
"8174";-79,88300487;-2,18729147;2017-10-28 17:25:18;"265";56,29
"6008";-79,88116186;-2,19116084;2017-10-28 17:25:19;"245";10,49
"8018";-79,8831502013868;-2,18750519526615;2017-10-28 17:25:20;"262";55,89
"7096";-79,8832635341979;-2,18750861102423;2017-10-28 17:25:21;"254";47,51
"9923";-79,88831837;-2,1876815;2017-10-28 17:25:21;"279";5,41
"11831";-79,8831187;-2,1913253;2017-10-28 17:25:21;"294";54,67
"12010";-79,88274495;-2,19129396;2017-10-28 17:25:21;"296";31,55
"12175";-79,88296635;-2,1913622;2017-10-28 17:25:21;"297";17,91
"10088";-79,88376;-2,18897666666667;2017-10-28 17:25:22;"284";14,64
"8175";-79,88321239;-2,18780238;2017-10-28 17:25:23;"265";51,73
"6009";-79,88118412;-2,19118863;2017-10-28 17:25:24;"245";3,6
"8019";-79,8833297106315;-2,1880790423095;2017-10-28 17:25:25;"262";54,24
"7097";-79,8833923568979;-2,18804291928489;2017-10-28 17:25:26;"254";47,75
"9924";-79,8883541;-2,18762701;2017-10-28 17:25:26;"279";6,5
"11832";-79,88298405;-2,19112059;2017-10-28 17:25:26;"294";24,43
"12176";-79,88292358;-2,19106009;2017-10-28 17:25:26;"297";24,83
"10089";-79,8839816666667;-2,1889;2017-10-28 17:25:27;"284";21,48
"12011";-79,88262604;-2,19104928;2017-10-28 17:25:27;"296";21,82
"8176";-79,88340523;-2,18847658;2017-10-28 17:25:29;"265";52,02
"6010";-79,88123179;-2,19117901;2017-10-28 17:25:30;"245";3,44
