"";"longitude";"latitude";"unixtime";"file_name";"velocidades"
"13745";-79,8826775594522;-2,18566936591937;2017-10-28 17:38:24;"312";31,26
"15288";-79,881951212883;-2,1881890296936;2017-10-28 17:38:24;"325";3,48
"15289";-79,881951212883;-2,1881890296936;2017-10-28 17:38:24;"325";0
"13057";-79,8827521;-2,190823;2017-10-28 17:38:25;"304";32,38
"14036";-79,8827521;-2,190823;2017-10-28 17:38:25;"313";32,38
"14855";-79,8837365221844;-2,18988797045016;2017-10-28 17:38:26;"320";4,86
"13616";-79,8827707176532;-2,18590036584072;2017-10-28 17:38:27;"311";35,79
"16519";-79,8876490988613;-2,1881662239048;2017-10-28 17:38:27;"334";22,02
"13746";-79,8827814841866;-2,18606355605092;2017-10-28 17:38:29;"312";35,86
"15290";-79,8818600177765;-2,18792080879211;2017-10-28 17:38:29;"325";25,88
"15291";-79,8818600177765;-2,18792080879211;2017-10-28 17:38:29;"325";0
"13058";-79,8827332;-2,1906504;2017-10-28 17:38:30;"304";13,79
"14037";-79,8827332;-2,1906504;2017-10-28 17:38:30;"313";13,79
"14856";-79,8836537276475;-2,18988572811681;2017-10-28 17:38:31;"320";6,12
"13617";-79,8828993139675;-2,1862938759035;2017-10-28 17:38:32;"311";37,59
"16520";-79,8877104916888;-2,18814979711691;2017-10-28 17:38:32;"334";5,6
"13747";-79,8828891802748;-2,18642599342948;2017-10-28 17:38:34;"312";33,85
"15292";-79,88146832;-2,18750902;2017-10-28 17:38:34;"325";57,85
"15293";-79,88146832;-2,18750902;2017-10-28 17:38:34;"325";0
"13059";-79,8826888;-2,1905456;2017-10-28 17:38:35;"304";10,74
"14038";-79,8826888;-2,1905456;2017-10-28 17:38:35;"313";10,74
"18525";-79,8795316666667;-2,19014666666667;2017-10-28 17:38:36;"348";6,72
"14857";-79,8836376832479;-2,18987774206024;2017-10-28 17:38:36;"320";1,73
"13618";-79,8829903196923;-2,18662033081218;2017-10-28 17:38:37;"311";30,06
"16521";-79,8879034956764;-2,18812264351125;2017-10-28 17:38:37;"334";15,85
"13748";-79,88297801222;-2,18674634947956;2017-10-28 17:38:39;"312";29,46
"15294";-79,8813557624817;-2,18725562095642;2017-10-28 17:38:39;"325";26,35
"15295";-79,8813557624817;-2,18725562095642;2017-10-28 17:38:39;"325";0
"13060";-79,8826131;-2,1903267;2017-10-28 17:38:40;"304";21,21
"14039";-79,8826131;-2,1903267;2017-10-28 17:38:40;"313";21,21
"18526";-79,8796333333333;-2,19000166666667;2017-10-28 17:38:41;"348";17,76
"23429";-79,8896507;-2,1896084;2017-10-28 17:38:41;"374";190,56
"14858";-79,8836376832479;-2,18987774206024;2017-10-28 17:38:41;"320";0
"13619";-79,883046043313;-2,18697168294402;2017-10-28 17:38:42;"311";29,31
"16522";-79,8881038832872;-2,18807995127848;2017-10-28 17:38:42;"334";17,5
"13749";-79,8830677803489;-2,18708659557202;2017-10-28 17:38:44;"312";30,96
"15296";-79,88128094;-2,18699641;2017-10-28 17:38:44;"325";24,05
"15297";-79,88128094;-2,18699641;2017-10-28 17:38:44;"325";0
"13061";-79,8825894;-2,1901018;2017-10-28 17:38:45;"304";17,9
"14040";-79,8825894;-2,1901018;2017-10-28 17:38:45;"313";17,9
"18527";-79,8798566666667;-2,18969;2017-10-28 17:38:46;"348";38,52
"14859";-79,8836376832479;-2,18987774206024;2017-10-28 17:38:46;"320";0
"13620";-79,8831217154036;-2,18728711194021;2017-10-28 17:38:47;"311";28,16
"16523";-79,8883746062135;-2,18801858071015;2017-10-28 17:38:47;"334";23,91
"22784";-79,8887714;-2,1900439;2017-10-28 17:38:47;"374";0
"13750";-79,883101438374;-2,18743372341628;2017-10-28 17:38:49;"312";27,42
"15298";-79,8811894655228;-2,18682646751404;2017-10-28 17:38:49;"325";18,82
"15299";-79,8811894655228;-2,18682646751404;2017-10-28 17:38:49;"325";0
"13062";-79,8824588;-2,1900153;2017-10-28 17:38:50;"304";15,63
"14041";-79,8824588;-2,1900153;2017-10-28 17:38:50;"313";15,63
"14860";-79,8836376832479;-2,18987774206024;2017-10-28 17:38:51;"320";0
"13621";-79,8831970676693;-2,18754566360489;2017-10-28 17:38:52;"311";24,04
"16524";-79,8884293639748;-2,18802384739526;2017-10-28 17:38:52;"334";4,32
"13751";-79,8831521522123;-2,18770524577411;2017-10-28 17:38:54;"312";23,2
"15300";-79,8811197280884;-2,18629539012909;2017-10-28 17:38:54;"325";43,26
"15301";-79,8811197280884;-2,18629539012909;2017-10-28 17:38:54;"325";0
"13064";-79,8823009;-2,1900573;2017-10-28 17:38:55;"304";14,39
"14042";-79,8823009;-2,1900573;2017-10-28 17:38:55;"313";14,39
"14861";-79,8836376832479;-2,18987774206024;2017-10-28 17:38:56;"320";0
"13622";-79,8832830660118;-2,18784503598421;2017-10-28 17:38:57;"311";27,75
"16525";-79,8884293639748;-2,18802384739526;2017-10-28 17:38:57;"334";0
"18528";-79,8800716666667;-2,18921166666667;2017-10-28 17:38:57;"348";22,69
"13752";-79,8832403172228;-2,18804539227113;2017-10-28 17:38:59;"312";30,84
"15302";-79,88102158;-2,18591814;2017-10-28 17:38:59;"325";34,23
"15303";-79,88102158;-2,18591814;2017-10-28 17:38:59;"325";0
"13065";-79,8821606;-2,1900413;2017-10-28 17:39:00;"304";11,25
"14043";-79,8821606;-2,1900413;2017-10-28 17:39:00;"313";11,25
"14862";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:01;"320";0
"13623";-79,8833938021243;-2,18819278118156;2017-10-28 17:39:02;"311";33,01
"16526";-79,8884252509967;-2,18802214813419;2017-10-28 17:39:02;"334";0,42
"18529";-79,8801066666667;-2,18922333333333;2017-10-28 17:39:02;"348";3,36
"18722";-79,8808591264966;-2,18990281777723;2017-10-28 17:39:02;"352";9
"18723";-79,8808591264966;-2,18990281777723;2017-10-28 17:39:02;"352";0
"23432";-79,888597;-2,1906897;2017-10-28 17:39:02;"374";169,38
"13753";-79,8833602339048;-2,18837855054625;2017-10-28 17:39:04;"312";32,62
"15304";-79,8808622360229;-2,18555510044098;2017-10-28 17:39:04;"325";37,61
"15305";-79,8808622360229;-2,18555510044098;2017-10-28 17:39:04;"325";0
"13066";-79,8820641;-2,190037;2017-10-28 17:39:05;"304";7,26
"14044";-79,8820641;-2,190037;2017-10-28 17:39:05;"313";7,26
"17251";-79,8795975;-2,19012635;2017-10-28 17:39:05;"341";5,58
"17252";-79,8795975;-2,19012635;2017-10-28 17:39:05;"341";0
"14863";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:06;"320";0
"13624";-79,8834812804277;-2,188539261392;2017-10-28 17:39:07;"311";31,25
"16527";-79,8886237216834;-2,18795918328285;2017-10-28 17:39:07;"334";18,82
"18530";-79,8803766666667;-2,18939333333333;2017-10-28 17:39:07;"348";31,68
"18724";-79,8809173467398;-2,18982940022514;2017-10-28 17:39:07;"352";9,48
"18725";-79,8809173467398;-2,18982940022514;2017-10-28 17:39:07;"352";0
"23433";-79,8869219;-2,1899405;2017-10-28 17:39:07;"374";174,55
"13754";-79,8834648988236;-2,18871664411805;2017-10-28 17:39:09;"312";31,88
"15306";-79,8803848028183;-2,18505620956421;2017-10-28 17:39:09;"325";70,3
"15307";-79,8803848028183;-2,18505620956421;2017-10-28 17:39:09;"325";0
"17253";-79,87989645;-2,19005221;2017-10-28 17:39:10;"341";26,86
"17254";-79,87989645;-2,19005221;2017-10-28 17:39:10;"341";0
"14864";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:11;"320";0
"13625";-79,8835423786611;-2,18884807479163;2017-10-28 17:39:12;"311";26,63
"16528";-79,8889290995549;-2,1878764850844;2017-10-28 17:39:12;"334";27,94
"18531";-79,8808216666667;-2,18968833333333;2017-10-28 17:39:12;"348";53,28
"18726";-79,8809442664675;-2,18974964906793;2017-10-28 17:39:12;"352";7,68
"18727";-79,8809442664675;-2,18974964906793;2017-10-28 17:39:12;"352";0
"23434";-79,8882423;-2,1906093;2017-10-28 17:39:12;"374";143,22
"13755";-79,8835204289221;-2,18902566521126;2017-10-28 17:39:14;"312";26,25
"17255";-79,88040132;-2,18993043;2017-10-28 17:39:15;"341";45,12
"17256";-79,88040132;-2,18993043;2017-10-28 17:39:15;"341";0
"14865";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:16;"320";0
"13626";-79,8835770948084;-2,18916516506107;2017-10-28 17:39:17;"311";25,33
"16529";-79,8892928852818;-2,18778146595842;2017-10-28 17:39:17;"334";33,03
"18532";-79,8811216666667;-2,18972666666667;2017-10-28 17:39:17;"348";24,36
"18728";-79,8810257405248;-2,18994543559256;2017-10-28 17:39:17;"352";19,96
"18729";-79,8810257405248;-2,18994543559256;2017-10-28 17:39:17;"352";0
"23435";-79,8898416;-2,189379;2017-10-28 17:39:18;"374";169,78
"13756";-79,8835882461015;-2,18930484879209;2017-10-28 17:39:19;"312";24,98
"17257";-79,8806799;-2,18982395;2017-10-28 17:39:20;"341";27,72
"17258";-79,8806799;-2,18982395;2017-10-28 17:39:20;"341";0
"14866";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:21;"320";0
"13627";-79,8836257856594;-2,18950177273155;2017-10-28 17:39:22;"311";27,74
"16530";-79,8896974035303;-2,18766151030758;2017-10-28 17:39:22;"334";37,76
"18533";-79,881355;-2,189755;2017-10-28 17:39:22;"348";18,84
"18730";-79,8813211680984;-2,18993218095707;2017-10-28 17:39:22;"352";22,23
"18731";-79,8813211680984;-2,18993218095707;2017-10-28 17:39:22;"352";0
"23436";-79,8896919;-2,1892451;2017-10-28 17:39:23;"374";20,42
"13757";-79,883650334143;-2,18960396056723;2017-10-28 17:39:24;"312";26,01
"17259";-79,8809437;-2,18971862;2017-10-28 17:39:26;"341";22,15
"17260";-79,8809437;-2,18971862;2017-10-28 17:39:26;"341";0
"14867";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:26;"320";0
"13628";-79,883696805691;-2,18972536025878;2017-10-28 17:39:27;"311";21,21
"18534";-79,881585;-2,189725;2017-10-28 17:39:27;"348";18,72
"18732";-79,8816683856597;-2,1898773345357;2017-10-28 17:39:27;"352";28,95
"18733";-79,8816683856597;-2,1898773345357;2017-10-28 17:39:27;"352";0
"23437";-79,8896048;-2,1891266;2017-10-28 17:39:28;"374";14,8
"13758";-79,883677480535;-2,18976387861906;2017-10-28 17:39:29;"312";13,47
"17261";-79,88154798;-2,18948102;2017-10-28 17:39:31;"341";60,62
"17262";-79,88154798;-2,18948102;2017-10-28 17:39:31;"341";0
"14868";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:31;"320";0
"13629";-79,8835201592948;-2,18982713974725;2017-10-28 17:39:32;"311";20,05
"18535";-79,8819716666667;-2,189625;2017-10-28 17:39:32;"348";35,04
"18734";-79,8820322231481;-2,18975549458158;2017-10-28 17:39:32;"352";34,97
"18735";-79,8820322231481;-2,18975549458158;2017-10-28 17:39:32;"352";0
"23438";-79,8895915;-2,1891155;2017-10-28 17:39:33;"374";1,76
"13759";-79,8833364572802;-2,189851561096;2017-10-28 17:39:34;"312";30,87
"14869";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:36;"320";0
"13630";-79,8832565840679;-2,18986246911562;2017-10-28 17:39:37;"311";21,52
"18536";-79,8821383333333;-2,18949166666667;2017-10-28 17:39:37;"348";21,6
"18736";-79,8821605286474;-2,18980209210155;2017-10-28 17:39:37;"352";12,59
"18737";-79,8821605286474;-2,18980209210155;2017-10-28 17:39:37;"352";0
"23439";-79,8895425;-2,1891148;2017-10-28 17:39:38;"374";3,58
"13760";-79,88316578016;-2,18984445461826;2017-10-28 17:39:39;"312";12,8
"17263";-79,88178638;-2,18952259;2017-10-28 17:39:41;"341";10,08
"17264";-79,88178638;-2,18952259;2017-10-28 17:39:41;"341";0
"14870";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:41;"320";0
"13631";-79,8832208701966;-2,18986757323411;2017-10-28 17:39:42;"311";2,94
"18738";-79,88218787857;-2,18966778900129;2017-10-28 17:39:42;"352";11,64
"18739";-79,88218787857;-2,18966778900129;2017-10-28 17:39:42;"352";0
"23440";-79,889536;-2,1891016;2017-10-28 17:39:43;"374";1,42
"13761";-79,88316578016;-2,18984445461826;2017-10-28 17:39:44;"312";0
"14871";-79,8836376832479;-2,18987774206024;2017-10-28 17:39:46;"320";0
"13632";-79,8832208701966;-2,18986757323411;2017-10-28 17:39:47;"311";0
"18740";-79,8822266773838;-2,18964144498436;2017-10-28 17:39:47;"352";4,69
"18741";-79,8822266773838;-2,18964144498436;2017-10-28 17:39:47;"352";0
"17265";-79,88197529;-2,18938864;2017-10-28 17:39:48;"341";16,6
"17266";-79,88197529;-2,18938864;2017-10-28 17:39:48;"341";0
"23441";-79,8895554;-2,1890951;2017-10-28 17:39:48;"374";1,86
"13762";-79,88316578016;-2,18984445461826;2017-10-28 17:39:49;"312";0
"14872";-79,8836625444327;-2,18973225510843;2017-10-28 17:39:51;"320";12,27
"13633";-79,8832208701966;-2,18986757323411;2017-10-28 17:39:52;"311";0
"18742";-79,8822958873854;-2,18964312716413;2017-10-28 17:39:52;"352";5,1
"18743";-79,8822958873854;-2,18964312716413;2017-10-28 17:39:52;"352";0
"23442";-79,8895356;-2,189062;2017-10-28 17:39:53;"374";3,81
"13763";-79,88316578016;-2,18984445461826;2017-10-28 17:39:54;"312";0
"17267";-79,88237072;-2,18931776;2017-10-28 17:39:55;"341";23,98
"17268";-79,88237072;-2,18931776;2017-10-28 17:39:55;"341";0
"14873";-79,8836625444327;-2,18973225510843;2017-10-28 17:39:56;"320";0
"13634";-79,8832208701966;-2,18986757323411;2017-10-28 17:39:57;"311";0
"18744";-79,8824425714282;-2,18957210772377;2017-10-28 17:39:57;"352";15,67
"18745";-79,8824425714282;-2,18957210772377;2017-10-28 17:39:57;"352";0
"23443";-79,8894875;-2,1890105;2017-10-28 17:39:58;"374";7,17
"13764";-79,88316578016;-2,18984445461826;2017-10-28 17:39:59;"312";0
"17269";-79,8825031;-2,18930809;2017-10-28 17:40:00;"341";10,23
"17270";-79,8825031;-2,18930809;2017-10-28 17:40:00;"341";0
"14874";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:01;"320";0
"13635";-79,8832208701966;-2,18986757323411;2017-10-28 17:40:02;"311";0
"18746";-79,8826434926205;-2,18950102772103;2017-10-28 17:40:02;"352";19,58
"18747";-79,8826434926205;-2,18950102772103;2017-10-28 17:40:02;"352";0
"23444";-79,8894537;-2,1889589;2017-10-28 17:40:03;"374";6,15
"13765";-79,88316578016;-2,18984445461826;2017-10-28 17:40:04;"312";0
"17271";-79,88257352;-2,18934519;2017-10-28 17:40:05;"341";7,74
"17272";-79,88257352;-2,18934519;2017-10-28 17:40:05;"341";0
"14875";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:06;"320";0
"13636";-79,8832208701966;-2,18986757323411;2017-10-28 17:40:07;"311";0
"23445";-79,8894283;-2,1888773;2017-10-28 17:40:08;"374";7,7
"13766";-79,88316578016;-2,18984445461826;2017-10-28 17:40:09;"312";0
"18537";-79,8826066666667;-2,189435;2017-10-28 17:40:10;"348";5,73
"14876";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:11;"320";0
"13637";-79,8830701872365;-2,18987071854432;2017-10-28 17:40:12;"311";11,08
"18748";-79,8826597389072;-2,18948935798766;2017-10-28 17:40:12;"352";1
"18749";-79,8826597389072;-2,18948935798766;2017-10-28 17:40:12;"352";0
"23446";-79,8893768;-2,1888379;2017-10-28 17:40:13;"374";6,54
"13767";-79,8828986262311;-2,18989751294619;2017-10-28 17:40:14;"312";23,06
"18538";-79,8827866666667;-2,189385;2017-10-28 17:40:15;"348";16,56
"14877";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:16;"320";0
"13638";-79,8826627591198;-2,1899924078027;2017-10-28 17:40:17;"311";38,1
"18750";-79,8828333263507;-2,18942576437167;2017-10-28 17:40:17;"352";17,08
"18751";-79,8828333263507;-2,18942576437167;2017-10-28 17:40:17;"352";0
"17273";-79,88287349;-2,189198;2017-10-28 17:40:18;"341";12,38
"17274";-79,88287349;-2,189198;2017-10-28 17:40:18;"341";0
"23447";-79,8893365;-2,1887859;2017-10-28 17:40:18;"374";6,65
"13768";-79,8825436288778;-2,18999019172557;2017-10-28 17:40:19;"312";32,23
"18539";-79,8829433333333;-2,18923666666667;2017-10-28 17:40:20;"348";21,96
"21922";-79,8797349379548;-2,19187484842118;2017-10-28 17:40:21;"365";27,05
"14878";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:21;"320";0
"13639";-79,8823675715378;-2,19006292406708;2017-10-28 17:40:22;"311";26,33
"18752";-79,8830326371594;-2,18924641993001;2017-10-28 17:40:22;"352";27,26
"18753";-79,8830326371594;-2,18924641993001;2017-10-28 17:40:22;"352";0
"23448";-79,8893134;-2,1887378;2017-10-28 17:40:23;"374";5,13
"13769";-79,8822997394913;-2,19000898004966;2017-10-28 17:40:24;"312";18,91
"17275";-79,88317247;-2,1891182;2017-10-28 17:40:24;"341";22,73
"17276";-79,88317247;-2,1891182;2017-10-28 17:40:24;"341";0
"18540";-79,8831016666667;-2,18916833333333;2017-10-28 17:40:25;"348";16,32
"21923";-79,8796500165296;-2,19150677494588;2017-10-28 17:40:26;"365";32,62
"14879";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:26;"320";0
"13640";-79,8821752156245;-2,19006844161938;2017-10-28 17:40:27;"311";14,25
"18754";-79,8832891647093;-2,18915737412858;2017-10-28 17:40:27;"352";24,88
"18755";-79,8832891647093;-2,18915737412858;2017-10-28 17:40:27;"352";0
"21201";-79,8795641306788;-2,19171630218625;2017-10-28 17:40:27;"362";30,92
"23449";-79,8892897;-2,1887069;2017-10-28 17:40:28;"374";3,93
"18541";-79,88328;-2,18912833333333;2017-10-28 17:40:30;"348";15,72
"17277";-79,8835167;-2,1890213;2017-10-28 17:40:31;"341";22,69
"17278";-79,8835167;-2,1890213;2017-10-28 17:40:31;"341";0
"21924";-79,879514017225;-2,19109915115667;2017-10-28 17:40:31;"365";39,14
"14880";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:31;"320";0
"13641";-79,8820837984161;-2,19008857733041;2017-10-28 17:40:32;"311";8,03
"18756";-79,8833777358719;-2,18913571592032;2017-10-28 17:40:32;"352";7,94
"18757";-79,8833777358719;-2,18913571592032;2017-10-28 17:40:32;"352";0
"13770";-79,8820912831088;-2,19004332678103;2017-10-28 17:40:33;"312";9,71
"23450";-79,8892657;-2,1886203;2017-10-28 17:40:33;"374";7,96
"18542";-79,8834666666667;-2,18907833333333;2017-10-28 17:40:35;"348";17,04
"14881";-79,8836625444327;-2,18973225510843;2017-10-28 17:40:36;"320";0
"13642";-79,8820665270349;-2,19009675695766;2017-10-28 17:40:37;"311";1,83
"18758";-79,8833480045136;-2,18914925396324;2017-10-28 17:40:37;"352";3,12
"18759";-79,8833480045136;-2,18914925396324;2017-10-28 17:40:37;"352";0
"13771";-79,8820458141151;-2,19007116753906;2017-10-28 17:40:38;"312";5,28
"23451";-79,8892398;-2,1885491;2017-10-28 17:40:38;"374";6,99
"17279";-79,88356537;-2,18904629;2017-10-28 17:40:39;"341";3,31
"17280";-79,88356537;-2,18904629;2017-10-28 17:40:39;"341";0
"18543";-79,8835133333333;-2,18907;2017-10-28 17:40:40;"348";3,96
"14882";-79,8837678005523;-2,18965048220241;2017-10-28 17:40:41;"320";13,47
"13643";-79,8820665270349;-2,19009675695766;2017-10-28 17:40:42;"311";0
"18760";-79,8833480045136;-2,18914925396324;2017-10-28 17:40:42;"352";0
"18761";-79,8833480045136;-2,18914925396324;2017-10-28 17:40:42;"352";0
"13772";-79,8820458141151;-2,19007116753906;2017-10-28 17:40:43;"312";0
"23452";-79,8892043;-2,1885137;2017-10-28 17:40:43;"374";5,1
"18544";-79,8835483333333;-2,18898166666667;2017-10-28 17:40:45;"348";8,88
"17281";-79,8834314;-2,18896139;2017-10-28 17:40:46;"341";11,26
"17282";-79,8834314;-2,18896139;2017-10-28 17:40:46;"341";0
"14883";-79,8837981336216;-2,18965551068339;2017-10-28 17:40:46;"320";2,55
"18762";-79,8833492208739;-2,18914806255228;2017-10-28 17:40:47;"352";0,17
"18763";-79,8833492208739;-2,18914806255228;2017-10-28 17:40:47;"352";0
"23453";-79,8891246;-2,188453;2017-10-28 17:40:48;"374";10,11
"18545";-79,8834916666667;-2,18894666666667;2017-10-28 17:40:50;"348";6,6
"14884";-79,8837981336276;-2,18965551068546;2017-10-28 17:40:51;"320";0
"18764";-79,8833122250438;-2,18916051529184;2017-10-28 17:40:52;"352";3,56
"18765";-79,8833122250438;-2,18916051529184;2017-10-28 17:40:52;"352";0
"23454";-79,8890517;-2,1883949;2017-10-28 17:40:53;"374";9,43
"17283";-79,88347471;-2,18905897;2017-10-28 17:40:54;"341";6,34
"17284";-79,88347471;-2,18905897;2017-10-28 17:40:54;"341";0
"18546";-79,8833983333333;-2,188965;2017-10-28 17:40:55;"348";8,04
"14885";-79,8837981336276;-2,18965551068546;2017-10-28 17:40:56;"320";0
"18766";-79,8832249474634;-2,18917357228897;2017-10-28 17:40:57;"352";7,22
"18767";-79,8832249474634;-2,18917357228897;2017-10-28 17:40:57;"352";0
"23455";-79,8889817;-2,1883237;2017-10-28 17:40:58;"374";10,17
"17285";-79,88343016;-2,18910159;2017-10-28 17:41:00;"341";5,23
"17286";-79,88343016;-2,18910159;2017-10-28 17:41:00;"341";0
"18548";-79,883385;-2,18899833333333;2017-10-28 17:41:00;"348";3,36
"14886";-79,8837985144022;-2,18965606937165;2017-10-28 17:41:01;"320";0,07
"18768";-79,8831923559562;-2,18921379170769;2017-10-28 17:41:02;"352";5,24
"18769";-79,8831923559562;-2,18921379170769;2017-10-28 17:41:02;"352";0
"23456";-79,8889355;-2,1882564;2017-10-28 17:41:03;"374";8,17
"18549";-79,8833416666667;-2,18906333333333;2017-10-28 17:41:05;"348";7,8
"14887";-79,8837681174607;-2,18972570317069;2017-10-28 17:41:06;"320";7,2
"18770";-79,8832585873571;-2,18926479622191;2017-10-28 17:41:07;"352";8,44
"18771";-79,8832585873571;-2,18926479622191;2017-10-28 17:41:07;"352";0
"23457";-79,888906;-2,1881942;2017-10-28 17:41:08;"374";6,6
"17287";-79,88350187;-2,18900944;2017-10-28 17:41:10;"341";5,9
"17288";-79,88350187;-2,18900944;2017-10-28 17:41:10;"341";0
"18550";-79,8833916666667;-2,189125;2017-10-28 17:41:10;"348";8,04
"22144";-79,87955203;-2,18967661;2017-10-28 17:41:11;"366";6,2
"14888";-79,8837025839427;-2,18980016476443;2017-10-28 17:41:11;"320";10,08
"18772";-79,8833932871034;-2,18926419094552;2017-10-28 17:41:12;"352";9,74
"18773";-79,8833932871034;-2,18926419094552;2017-10-28 17:41:12;"352";0
"23458";-79,8888932;-2,1881473;2017-10-28 17:41:13;"374";4,3
"17289";-79,88364729;-2,18897602;2017-10-28 17:41:15;"341";12,88
"17290";-79,88364729;-2,18897602;2017-10-28 17:41:15;"341";0
"18551";-79,8836083333333;-2,18905833333333;2017-10-28 17:41:15;"348";20,4
"14889";-79,8835999343746;-2,18984112804756;2017-10-28 17:41:16;"320";10,34
"18774";-79,8835081120998;-2,18917604324968;2017-10-28 17:41:17;"352";14,61
"18775";-79,8835081120998;-2,18917604324968;2017-10-28 17:41:17;"352";0
"23459";-79,8888592;-2,1880903;2017-10-28 17:41:18;"374";6,55
"17291";-79,88389883;-2,18883318;2017-10-28 17:41:20;"341";28,4
"17292";-79,88389883;-2,18883318;2017-10-28 17:41:20;"341";0
"18552";-79,88381;-2,18900666666667;2017-10-28 17:41:20;"348";18,24
"22145";-79,87959246;-2,18974596;2017-10-28 17:41:20;"366";4,39
"14890";-79,8835785212406;-2,18985693715229;2017-10-28 17:41:21;"320";2,68
"18776";-79,8837534871534;-2,18908303619446;2017-10-28 17:41:22;"352";24,36
"18777";-79,8837534871534;-2,18908303619446;2017-10-28 17:41:22;"352";0
"23460";-79,8888298;-2,1880137;2017-10-28 17:41:23;"374";7,63
"17293";-79,88401173;-2,18866577;2017-10-28 17:41:25;"341";20,18
"17294";-79,88401173;-2,18866577;2017-10-28 17:41:25;"341";0
"18553";-79,8839566666667;-2,18903166666667;2017-10-28 17:41:25;"348";12,36
"14891";-79,8834465441108;-2,18993687919741;2017-10-28 17:41:26;"320";15,26
"18778";-79,884188077234;-2,18899057966731;2017-10-28 17:41:27;"352";37,95
"18779";-79,884188077234;-2,18899057966731;2017-10-28 17:41:27;"352";0
"23461";-79,8887887;-2,1879489;2017-10-28 17:41:28;"374";7,62
"17295";-79,88414803;-2,18871768;2017-10-28 17:41:30;"341";13,55
"17296";-79,88414803;-2,18871768;2017-10-28 17:41:30;"341";0
"18554";-79,8842683333333;-2,18885166666667;2017-10-28 17:41:30;"348";35,4
"14892";-79,8832654818917;-2,18991550697068;2017-10-28 17:41:31;"320";14,58
"18780";-79,8845526628769;-2,18880866332159;2017-10-28 17:41:32;"352";39,35
"18781";-79,8845526628769;-2,18880866332159;2017-10-28 17:41:32;"352";0
"23462";-79,8887492;-2,1878855;2017-10-28 17:41:33;"374";7,41
"17297";-79,88453236;-2,18869752;2017-10-28 17:41:35;"341";29,12
"17298";-79,88453236;-2,18869752;2017-10-28 17:41:35;"341";0
"18555";-79,884595;-2,18876333333333;2017-10-28 17:41:35;"348";29,88
"22148";-79,8796317;-2,18968058;2017-10-28 17:41:35;"366";24,56
"14893";-79,8832132165853;-2,18989767874933;2017-10-28 17:41:36;"320";5,05
"18782";-79,8848757001789;-2,18866831461013;2017-10-28 17:41:37;"352";33,36
"18783";-79,8848757001789;-2,18866831461013;2017-10-28 17:41:37;"352";0
"23463";-79,8886039;-2,187836;2017-10-28 17:41:38;"374";14,03
"17299";-79,88494449;-2,18866926;2017-10-28 17:41:40;"341";31,71
"17300";-79,88494449;-2,18866926;2017-10-28 17:41:40;"341";0
"18556";-79,8849383333333;-2,188695;2017-10-28 17:41:40;"348";29,64
"14894";-79,8831192611481;-2,18991302673177;2017-10-28 17:41:41;"320";7,87
"18784";-79,8851649641385;-2,1885947138597;2017-10-28 17:41:42;"352";26,13
"18785";-79,8851649641385;-2,1885947138597;2017-10-28 17:41:42;"352";0
"23464";-79,8885812;-2,1878014;2017-10-28 17:41:43;"374";4,13
"17301";-79,88522745;-2,18863347;2017-10-28 17:41:45;"341";22,95
"17302";-79,88522745;-2,18863347;2017-10-28 17:41:45;"341";0
"18557";-79,8852516666667;-2,18867166666667;2017-10-28 17:41:45;"348";24,24
"14895";-79,8830808952373;-2,18992405816669;2017-10-28 17:41:46;"320";3,56
"18786";-79,8854761326258;-2,18858792998641;2017-10-28 17:41:47;"352";22,89
"18787";-79,8854761326258;-2,18858792998641;2017-10-28 17:41:47;"352";0
"23465";-79,8885961;-2,1877776;2017-10-28 17:41:48;"374";2,79
"17303";-79,88554035;-2,18868236;2017-10-28 17:41:50;"341";26,05
"17304";-79,88554035;-2,18868236;2017-10-28 17:41:50;"341";0
"18558";-79,88552;-2,18863166666667;2017-10-28 17:41:50;"348";22,2
"21940";-79,8796751057774;-2,18924164530426;2017-10-28 17:41:51;"365";25,73
"14896";-79,8830213336271;-2,18993885821045;2017-10-28 17:41:51;"320";5,35
"18788";-79,8857177793339;-2,18862365418256;2017-10-28 17:41:52;"352";19,97
"18789";-79,8857177793339;-2,18862365418256;2017-10-28 17:41:52;"352";0
"23466";-79,8885961;-2,1877776;2017-10-28 17:41:53;"374";0
"17305";-79,88578139;-2,18863512;2017-10-28 17:41:55;"341";20,76
"17306";-79,88578139;-2,18863512;2017-10-28 17:41:55;"341";0
"18559";-79,885765;-2,18861166666667;2017-10-28 17:41:55;"348";19,08
